index,subj_idx,stim,movie,rt,response,run,accuracy
4376,100307,Mental,COAXING-B.AVI,0.618,1,0,1.0
4377,100307,Random,BILLIARD-A.AVI,0.516,0,0,1.0
4378,100307,Random,DRIFTING-A.AVI,1.14,0,0,1.0
4379,100307,Mental,Fishing.AVI,0.645,9,0,9.0
4380,100307,Random,Random mechanical.AVI,1.057,1,0,0.0
4381,594156,Mental,COAXING-B.AVI,0.932,1,0,1.0
4382,594156,Random,BILLIARD-A.AVI,0.892,0,0,1.0
4383,594156,Random,DRIFTING-A.AVI,0.663,9,0,9.0
4384,594156,Mental,Fishing.AVI,0.835,1,0,1.0
4385,594156,Random,Random mechanical.AVI,1.456,0,0,1.0
4386,191336,Mental,COAXING-B.AVI,2.31,1,0,1.0
4387,191336,Random,BILLIARD-A.AVI,0.935,0,0,1.0
4388,191336,Random,DRIFTING-A.AVI,0.693,0,0,1.0
4389,191336,Mental,Fishing.AVI,0.876,1,0,1.0
4390,191336,Random,Random mechanical.AVI,2.08,0,0,1.0
4391,529953,Mental,COAXING-B.AVI,1.736,1,0,1.0
4392,529953,Random,BILLIARD-A.AVI,1.395,0,0,1.0
4393,529953,Random,DRIFTING-A.AVI,0.623,0,0,1.0
4394,529953,Mental,Fishing.AVI,1.285,0,0,0.0
4395,529953,Random,Random mechanical.AVI,1.668,1,0,0.0
4396,800941,Mental,Scaring.AVI,0.403,1,1,1.0
4397,800941,Mental,SEDUCING-B.AVI,0.439,1,1,1.0
4398,800941,Random,STAR-A.AVI,0.508,0,1,1.0
4399,800941,Mental,SURPRISING-B.AVI,0.539,1,1,1.0
4400,800941,Random,TENNIS-A.AVI,0.766,0,1,1.0
4401,389357,Mental,Scaring.AVI,0.711,1,1,1.0
4402,389357,Mental,SEDUCING-B.AVI,0.9,1,1,1.0
4403,389357,Random,STAR-A.AVI,0.859,0,1,1.0
4404,389357,Mental,SURPRISING-B.AVI,1.313,1,1,1.0
4405,389357,Random,TENNIS-A.AVI,0.919,0,1,1.0
4406,673455,Mental,Scaring.AVI,0.924,1,1,1.0
4407,673455,Mental,SEDUCING-B.AVI,0.771,1,1,1.0
4408,673455,Random,STAR-A.AVI,0.871,0,1,1.0
4409,673455,Mental,SURPRISING-B.AVI,0.654,1,1,1.0
4410,673455,Random,TENNIS-A.AVI,1.082,0,1,1.0
4411,578057,Mental,Scaring.AVI,0.869,1,1,1.0
4412,578057,Mental,SEDUCING-B.AVI,0.902,1,1,1.0
4413,578057,Random,STAR-A.AVI,0.874,0,1,1.0
4414,578057,Mental,SURPRISING-B.AVI,0.962,1,1,1.0
4415,578057,Random,TENNIS-A.AVI,1.362,0,1,1.0
4416,731140,Mental,Scaring.AVI,0.609,1,1,1.0
4417,731140,Mental,SEDUCING-B.AVI,0.486,1,1,1.0
4418,731140,Random,STAR-A.AVI,0.511,0,1,1.0
4419,731140,Mental,SURPRISING-B.AVI,0.795,1,1,1.0
4420,731140,Random,TENNIS-A.AVI,0.563,0,1,1.0
4421,180432,Mental,COAXING-B.AVI,1.159,1,0,1.0
4422,180432,Random,BILLIARD-A.AVI,1.126,0,0,1.0
4423,180432,Random,DRIFTING-A.AVI,0.657,0,0,1.0
4424,180432,Mental,Fishing.AVI,0.856,1,0,1.0
4425,180432,Random,Random mechanical.AVI,0.727,1,0,0.0
4426,205725,Mental,COAXING-B.AVI,0.989,1,0,1.0
4427,205725,Random,BILLIARD-A.AVI,0.611,0,0,1.0
4428,205725,Random,DRIFTING-A.AVI,0.582,0,0,1.0
4429,205725,Mental,Fishing.AVI,1.293,1,0,1.0
4430,205725,Random,Random mechanical.AVI,0.552,9,0,9.0
4431,792564,Mental,Scaring.AVI,0.817,1,1,1.0
4432,792564,Mental,SEDUCING-B.AVI,0.679,1,1,1.0
4433,792564,Random,STAR-A.AVI,1.035,0,1,1.0
4434,792564,Mental,SURPRISING-B.AVI,0.877,1,1,1.0
4435,792564,Random,TENNIS-A.AVI,1.004,0,1,1.0
4440,105115,Mental,Scaring.AVI,0.487,1,1,1.0
4441,105115,Mental,SEDUCING-B.AVI,0.449,1,1,1.0
4442,105115,Random,STAR-A.AVI,0.755,0,1,1.0
4443,105115,Mental,SURPRISING-B.AVI,1.806,1,1,1.0
4444,105115,Random,TENNIS-A.AVI,0.846,1,1,0.0
4454,827052,Mental,Scaring.AVI,0.615,1,1,1.0
4455,827052,Mental,SEDUCING-B.AVI,0.546,1,1,1.0
4456,827052,Random,STAR-A.AVI,0.36,0,1,1.0
4457,827052,Mental,SURPRISING-B.AVI,0.45,1,1,1.0
4458,827052,Random,TENNIS-A.AVI,0.477,0,1,1.0
4463,178243,Mental,Scaring.AVI,0.763,1,1,1.0
4464,178243,Mental,SEDUCING-B.AVI,0.98,1,1,1.0
4465,178243,Random,STAR-A.AVI,1.985,9,1,9.0
4466,178243,Mental,SURPRISING-B.AVI,0.938,1,1,1.0
4467,178243,Random,TENNIS-A.AVI,0.519,0,1,1.0
4468,204521,Mental,COAXING-B.AVI,0.905,1,0,1.0
4469,204521,Random,BILLIARD-A.AVI,2.867,1,0,0.0
4470,204521,Random,DRIFTING-A.AVI,0.531,0,0,1.0
4471,204521,Mental,Fishing.AVI,0.667,1,0,1.0
4472,204521,Random,Random mechanical.AVI,0.559,1,0,0.0
4473,157437,Mental,COAXING-B.AVI,0.803,1,0,1.0
4474,157437,Random,BILLIARD-A.AVI,1.093,0,0,1.0
4475,157437,Random,DRIFTING-A.AVI,0.763,0,0,1.0
4476,157437,Mental,Fishing.AVI,1.651,9,0,9.0
4477,157437,Random,Random mechanical.AVI,1.048,0,0,1.0
4482,283543,Mental,COAXING-B.AVI,0.821,1,0,1.0
4483,283543,Random,BILLIARD-A.AVI,0.769,0,0,1.0
4484,283543,Random,DRIFTING-A.AVI,0.638,0,0,1.0
4485,283543,Mental,Fishing.AVI,1.053,1,0,1.0
4486,283543,Random,Random mechanical.AVI,0.68,0,0,1.0
4487,199958,Mental,COAXING-B.AVI,1.161,1,0,1.0
4488,199958,Random,BILLIARD-A.AVI,2.446,0,0,1.0
4489,199958,Random,DRIFTING-A.AVI,2.83,9,0,9.0
4490,199958,Mental,Fishing.AVI,1.31,1,0,1.0
4491,199958,Random,Random mechanical.AVI,2.366,9,0,9.0
4492,149236,Mental,COAXING-B.AVI,1.019,1,0,1.0
4493,149236,Random,BILLIARD-A.AVI,1.242,0,0,1.0
4494,149236,Random,DRIFTING-A.AVI,0.714,0,0,1.0
4495,149236,Mental,Fishing.AVI,0.721,1,0,1.0
4496,149236,Random,Random mechanical.AVI,0.719,0,0,1.0
4497,381038,Mental,Scaring.AVI,2.071,1,1,1.0
4498,381038,Mental,SEDUCING-B.AVI,0.983,1,1,1.0
4499,381038,Random,STAR-A.AVI,0.485,0,1,1.0
4500,381038,Mental,SURPRISING-B.AVI,0.977,1,1,1.0
4501,381038,Random,TENNIS-A.AVI,0.863,0,1,1.0
4502,188448,Mental,Scaring.AVI,0.89,1,1,1.0
4503,188448,Mental,SEDUCING-B.AVI,1.041,1,1,1.0
4504,188448,Random,STAR-A.AVI,0.722,0,1,1.0
4505,188448,Mental,SURPRISING-B.AVI,0.989,1,1,1.0
4506,188448,Random,TENNIS-A.AVI,1.469,0,1,1.0
4507,558657,Mental,Scaring.AVI,1.763,1,1,1.0
4508,558657,Mental,SEDUCING-B.AVI,1.445,1,1,1.0
4509,558657,Random,STAR-A.AVI,1.863,0,1,1.0
4510,558657,Mental,SURPRISING-B.AVI,1.634,1,1,1.0
4511,558657,Random,TENNIS-A.AVI,1.155,9,1,9.0
4512,113316,Mental,COAXING-B.AVI,2.263,1,0,1.0
4513,113316,Random,BILLIARD-A.AVI,2.329,0,0,1.0
4514,113316,Random,DRIFTING-A.AVI,1.772,9,0,9.0
4515,113316,Mental,Fishing.AVI,1.68,1,0,1.0
4516,113316,Random,Random mechanical.AVI,2.05,1,0,0.0
4517,376247,Mental,COAXING-B.AVI,1.095,1,0,1.0
4518,376247,Random,BILLIARD-A.AVI,2.018,0,0,1.0
4519,376247,Random,DRIFTING-A.AVI,1.093,0,0,1.0
4520,376247,Mental,Fishing.AVI,1.088,1,0,1.0
4521,376247,Random,Random mechanical.AVI,0.559,0,0,1.0
4522,368753,Mental,Scaring.AVI,0.481,1,1,1.0
4523,368753,Mental,SEDUCING-B.AVI,0.518,1,1,1.0
4524,368753,Random,STAR-A.AVI,0.582,0,1,1.0
4525,368753,Mental,SURPRISING-B.AVI,0.471,1,1,1.0
4526,368753,Random,TENNIS-A.AVI,0.949,0,1,1.0
4527,136732,Mental,Scaring.AVI,1.015,1,1,1.0
4528,136732,Mental,SEDUCING-B.AVI,0.97,1,1,1.0
4529,136732,Random,STAR-A.AVI,0.532,0,1,1.0
4530,136732,Mental,SURPRISING-B.AVI,0.895,1,1,1.0
4531,136732,Random,TENNIS-A.AVI,0.631,0,1,1.0
4542,245333,Mental,Scaring.AVI,2.321,1,1,1.0
4543,245333,Mental,SEDUCING-B.AVI,0.737,1,1,1.0
4544,245333,Random,STAR-A.AVI,0.852,0,1,1.0
4545,245333,Mental,SURPRISING-B.AVI,0.985,1,1,1.0
4546,245333,Random,TENNIS-A.AVI,0.95,0,1,1.0
4547,481951,Mental,Scaring.AVI,2.306,1,1,1.0
4548,481951,Mental,SEDUCING-B.AVI,0.512,1,1,1.0
4549,481951,Random,STAR-A.AVI,0.566,0,1,1.0
4550,481951,Mental,SURPRISING-B.AVI,1.207,1,1,1.0
4551,481951,Random,TENNIS-A.AVI,1.572,0,1,1.0
4552,182032,Mental,Scaring.AVI,0.804,1,1,1.0
4553,182032,Mental,SEDUCING-B.AVI,0.865,1,1,1.0
4554,182032,Random,STAR-A.AVI,0.786,0,1,1.0
4555,182032,Mental,SURPRISING-B.AVI,0.942,1,1,1.0
4556,182032,Random,TENNIS-A.AVI,1.511,0,1,1.0
4557,200008,Mental,COAXING-B.AVI,0.877,1,0,1.0
4558,200008,Random,BILLIARD-A.AVI,0.578,0,0,1.0
4559,200008,Random,DRIFTING-A.AVI,0.433,0,0,1.0
4560,200008,Mental,Fishing.AVI,0.808,1,0,1.0
4561,200008,Random,Random mechanical.AVI,1.317,0,0,1.0
4562,200614,Mental,COAXING-B.AVI,0.695,1,0,1.0
4563,200614,Random,BILLIARD-A.AVI,0.516,0,0,1.0
4564,200614,Random,DRIFTING-A.AVI,0.609,0,0,1.0
4565,200614,Mental,Fishing.AVI,0.807,1,0,1.0
4566,200614,Random,Random mechanical.AVI,0.769,0,0,1.0
4567,386250,Mental,COAXING-B.AVI,1.18,1,0,1.0
4568,386250,Random,BILLIARD-A.AVI,0.81,0,0,1.0
4569,386250,Random,DRIFTING-A.AVI,0.944,0,0,1.0
4570,386250,Mental,Fishing.AVI,0.858,1,0,1.0
4571,386250,Random,Random mechanical.AVI,0.858,0,0,1.0
4572,305830,Mental,COAXING-B.AVI,1.232,1,0,1.0
4573,305830,Random,BILLIARD-A.AVI,1.18,0,0,1.0
4574,305830,Random,DRIFTING-A.AVI,0.849,0,0,1.0
4575,305830,Mental,Fishing.AVI,1.461,1,0,1.0
4576,305830,Random,Random mechanical.AVI,0.78,0,0,1.0
4577,255740,Mental,Scaring.AVI,0.855,1,1,1.0
4578,255740,Mental,SEDUCING-B.AVI,0.813,1,1,1.0
4579,255740,Random,STAR-A.AVI,0.848,0,1,1.0
4580,255740,Mental,SURPRISING-B.AVI,0.818,1,1,1.0
4581,255740,Random,TENNIS-A.AVI,0.79,0,1,1.0
4586,164131,Mental,COAXING-B.AVI,1.322,1,0,1.0
4587,164131,Random,BILLIARD-A.AVI,1.081,0,0,1.0
4588,164131,Random,DRIFTING-A.AVI,1.303,0,0,1.0
4589,164131,Mental,Fishing.AVI,1.82,1,0,1.0
4590,164131,Random,Random mechanical.AVI,0.589,1,0,0.0
4591,480141,Mental,COAXING-B.AVI,0.737,1,0,1.0
4592,480141,Random,BILLIARD-A.AVI,0.444,0,0,1.0
4593,480141,Random,DRIFTING-A.AVI,0.6,0,0,1.0
4594,480141,Mental,Fishing.AVI,0.591,1,0,1.0
4595,480141,Random,Random mechanical.AVI,1.342,1,0,0.0
4596,201818,Mental,Scaring.AVI,0.463,1,1,1.0
4597,201818,Mental,SEDUCING-B.AVI,0.689,1,1,1.0
4598,201818,Random,STAR-A.AVI,0.372,0,1,1.0
4599,201818,Mental,SURPRISING-B.AVI,0.55,1,1,1.0
4600,201818,Random,TENNIS-A.AVI,1.235,0,1,1.0
4601,761957,Mental,COAXING-B.AVI,0.858,1,0,1.0
4602,761957,Random,BILLIARD-A.AVI,1.639,0,0,1.0
4603,761957,Random,DRIFTING-A.AVI,0.993,0,0,1.0
4604,761957,Mental,Fishing.AVI,0.781,1,0,1.0
4605,761957,Random,Random mechanical.AVI,0.751,0,0,1.0
4606,169545,Mental,COAXING-B.AVI,0.922,1,0,1.0
4607,169545,Random,BILLIARD-A.AVI,0.63,0,0,1.0
4608,169545,Random,DRIFTING-A.AVI,1.407,0,0,1.0
4609,169545,Mental,Fishing.AVI,1.075,1,0,1.0
4610,169545,Random,Random mechanical.AVI,0.449,0,0,1.0
4611,692694,Mental,COAXING-B.AVI,1.775,1,0,1.0
4612,692694,Random,BILLIARD-A.AVI,0.916,0,0,1.0
4613,692694,Random,DRIFTING-A.AVI,2.012,0,0,1.0
4614,692694,Mental,Fishing.AVI,1.306,1,0,1.0
4615,692694,Random,Random mechanical.AVI,1.308,0,0,1.0
4616,304020,Mental,Scaring.AVI,0.845,1,1,1.0
4617,304020,Mental,SEDUCING-B.AVI,1.495,1,1,1.0
4618,304020,Random,STAR-A.AVI,0.478,0,1,1.0
4619,304020,Mental,SURPRISING-B.AVI,0.609,1,1,1.0
4620,304020,Random,TENNIS-A.AVI,1.291,0,1,1.0
4621,973770,Mental,Scaring.AVI,1.512,1,1,1.0
4622,973770,Mental,SEDUCING-B.AVI,0.503,1,1,1.0
4623,973770,Random,STAR-A.AVI,2.0,0,1,1.0
4624,973770,Mental,SURPRISING-B.AVI,0.483,1,1,1.0
4625,973770,Random,TENNIS-A.AVI,2.741,0,1,1.0
4626,151021,Mental,COAXING-B.AVI,1.732,9,0,9.0
4627,151021,Random,BILLIARD-A.AVI,1.23,0,0,1.0
4628,151021,Random,DRIFTING-A.AVI,0.912,0,0,1.0
4629,151021,Mental,Fishing.AVI,0.557,0,0,0.0
4630,151021,Random,Random mechanical.AVI,0.605,0,0,1.0
4631,178748,Mental,Scaring.AVI,2.768,1,1,1.0
4632,178748,Mental,SEDUCING-B.AVI,1.265,1,1,1.0
4633,178748,Random,STAR-A.AVI,1.089,0,1,1.0
4634,178748,Mental,SURPRISING-B.AVI,0.88,1,1,1.0
4635,178748,Random,TENNIS-A.AVI,1.03,9,1,9.0
4636,146331,Mental,Scaring.AVI,0.496,1,1,1.0
4637,146331,Mental,SEDUCING-B.AVI,1.113,0,1,0.0
4638,146331,Random,STAR-A.AVI,0.344,1,1,0.0
4639,146331,Mental,SURPRISING-B.AVI,1.426,1,1,1.0
4640,146331,Random,TENNIS-A.AVI,0.703,9,1,9.0
4641,734045,Mental,COAXING-B.AVI,0.864,1,0,1.0
4642,734045,Random,BILLIARD-A.AVI,2.424,0,0,1.0
4643,734045,Random,DRIFTING-A.AVI,0.744,0,0,1.0
4644,734045,Mental,Fishing.AVI,0.776,1,0,1.0
4645,734045,Random,Random mechanical.AVI,1.548,1,0,0.0
4646,117021,Mental,Scaring.AVI,0.969,1,1,1.0
4647,117021,Mental,SEDUCING-B.AVI,1.111,1,1,1.0
4648,117021,Random,STAR-A.AVI,0.663,0,1,1.0
4649,117021,Mental,SURPRISING-B.AVI,1.145,1,1,1.0
4650,117021,Random,TENNIS-A.AVI,1.604,0,1,1.0
4651,118124,Mental,Scaring.AVI,0.787,1,1,1.0
4652,118124,Mental,SEDUCING-B.AVI,0.975,1,1,1.0
4653,118124,Random,STAR-A.AVI,0.506,0,1,1.0
4654,118124,Mental,SURPRISING-B.AVI,0.968,1,1,1.0
4655,118124,Random,TENNIS-A.AVI,2.05,0,1,1.0
4656,112112,Mental,COAXING-B.AVI,0.987,1,0,1.0
4657,112112,Random,BILLIARD-A.AVI,0.614,0,0,1.0
4658,112112,Random,DRIFTING-A.AVI,0.781,0,0,1.0
4659,112112,Mental,Fishing.AVI,2.5,0,0,0.0
4660,112112,Random,Random mechanical.AVI,0.31,0,0,1.0
4665,133928,Mental,Scaring.AVI,0.723,1,1,1.0
4666,133928,Mental,SEDUCING-B.AVI,1.727,1,1,1.0
4667,133928,Random,STAR-A.AVI,0.35,0,1,1.0
4668,133928,Mental,SURPRISING-B.AVI,0.515,1,1,1.0
4669,133928,Random,TENNIS-A.AVI,0.567,0,1,1.0
4670,737960,Mental,Scaring.AVI,1.762,1,1,1.0
4671,737960,Mental,SEDUCING-B.AVI,1.182,1,1,1.0
4672,737960,Random,STAR-A.AVI,1.212,1,1,0.0
4673,737960,Mental,SURPRISING-B.AVI,1.156,1,1,1.0
4674,737960,Random,TENNIS-A.AVI,1.877,1,1,0.0
4675,138130,Mental,COAXING-B.AVI,1.359,1,0,1.0
4676,138130,Random,BILLIARD-A.AVI,1.379,0,0,1.0
4677,138130,Random,DRIFTING-A.AVI,0.99,0,0,1.0
4678,138130,Mental,Fishing.AVI,1.01,1,0,1.0
4679,138130,Random,Random mechanical.AVI,0.663,0,0,1.0
4680,210617,Mental,Scaring.AVI,0.6,1,1,1.0
4681,210617,Mental,SEDUCING-B.AVI,0.662,1,1,1.0
4682,210617,Random,STAR-A.AVI,0.452,0,1,1.0
4683,210617,Mental,SURPRISING-B.AVI,0.548,1,1,1.0
4684,210617,Random,TENNIS-A.AVI,0.754,1,1,0.0
4685,255639,Mental,Scaring.AVI,0.65,1,1,1.0
4686,255639,Mental,SEDUCING-B.AVI,0.575,1,1,1.0
4687,255639,Random,STAR-A.AVI,1.678,0,1,1.0
4688,255639,Mental,SURPRISING-B.AVI,0.673,1,1,1.0
4689,255639,Random,TENNIS-A.AVI,0.643,0,1,1.0
4690,192843,Mental,COAXING-B.AVI,1.854,1,0,1.0
4691,192843,Random,BILLIARD-A.AVI,1.043,0,0,1.0
4692,192843,Random,DRIFTING-A.AVI,0.992,0,0,1.0
4693,192843,Mental,Fishing.AVI,1.313,1,0,1.0
4694,192843,Random,Random mechanical.AVI,2.065,1,0,0.0
4695,675661,Mental,COAXING-B.AVI,1.411,1,0,1.0
4696,675661,Random,BILLIARD-A.AVI,0.769,0,0,1.0
4697,675661,Random,DRIFTING-A.AVI,0.828,0,0,1.0
4698,675661,Mental,Fishing.AVI,0.742,1,0,1.0
4699,675661,Random,Random mechanical.AVI,0.779,0,0,1.0
4704,129028,Mental,COAXING-B.AVI,1.605,1,0,1.0
4705,129028,Random,BILLIARD-A.AVI,1.586,0,0,1.0
4706,129028,Random,DRIFTING-A.AVI,1.328,9,0,9.0
4707,129028,Mental,Fishing.AVI,0.945,1,0,1.0
4708,129028,Random,Random mechanical.AVI,2.418,9,0,9.0
4709,153429,Mental,COAXING-B.AVI,2.051,0,0,0.0
4710,153429,Random,BILLIARD-A.AVI,0.807,0,0,1.0
4711,153429,Random,DRIFTING-A.AVI,0.456,0,0,1.0
4712,153429,Mental,Fishing.AVI,1.613,1,0,1.0
4713,153429,Random,Random mechanical.AVI,1.098,0,0,1.0
4714,144125,Mental,Scaring.AVI,1.925,0,1,0.0
4715,144125,Mental,SEDUCING-B.AVI,1.802,1,1,1.0
4716,144125,Random,STAR-A.AVI,0.526,0,1,1.0
4717,144125,Mental,SURPRISING-B.AVI,0.977,1,1,1.0
4718,144125,Random,TENNIS-A.AVI,1.66,0,1,1.0
4719,162026,Mental,COAXING-B.AVI,0.356,1,0,1.0
4720,162026,Random,BILLIARD-A.AVI,1.128,0,0,1.0
4721,162026,Random,DRIFTING-A.AVI,0.596,0,0,1.0
4722,162026,Mental,Fishing.AVI,0.812,1,0,1.0
4723,162026,Random,Random mechanical.AVI,1.332,0,0,1.0
4728,459453,Mental,COAXING-B.AVI,0.683,1,0,1.0
4729,459453,Random,BILLIARD-A.AVI,2.693,0,0,1.0
4730,459453,Random,DRIFTING-A.AVI,1.062,0,0,1.0
4731,459453,Mental,Fishing.AVI,1.01,1,0,1.0
4732,459453,Random,Random mechanical.AVI,1.441,9,0,9.0
4737,570243,Mental,COAXING-B.AVI,0.722,1,0,1.0
4738,570243,Random,BILLIARD-A.AVI,2.021,0,0,1.0
4739,570243,Random,DRIFTING-A.AVI,0.698,0,0,1.0
4740,570243,Mental,Fishing.AVI,1.482,1,0,1.0
4741,570243,Random,Random mechanical.AVI,0.688,0,0,1.0
4742,351938,Mental,Scaring.AVI,1.114,1,1,1.0
4743,351938,Mental,SEDUCING-B.AVI,1.295,1,1,1.0
4744,351938,Random,STAR-A.AVI,0.97,9,1,9.0
4745,351938,Mental,SURPRISING-B.AVI,0.887,1,1,1.0
4746,351938,Random,TENNIS-A.AVI,0.903,0,1,1.0
4747,568963,Mental,COAXING-B.AVI,0.729,1,0,1.0
4748,568963,Random,BILLIARD-A.AVI,0.984,0,0,1.0
4749,568963,Random,DRIFTING-A.AVI,0.552,0,0,1.0
4750,568963,Mental,Fishing.AVI,0.935,1,0,1.0
4751,568963,Random,Random mechanical.AVI,0.81,0,0,1.0
4752,163836,Mental,Scaring.AVI,1.251,1,1,1.0
4753,163836,Mental,SEDUCING-B.AVI,0.685,1,1,1.0
4754,163836,Random,STAR-A.AVI,0.709,0,1,1.0
4755,163836,Mental,SURPRISING-B.AVI,0.958,1,1,1.0
4756,163836,Random,TENNIS-A.AVI,0.934,9,1,9.0
4757,116726,Mental,COAXING-B.AVI,0.668,1,0,1.0
4758,116726,Random,BILLIARD-A.AVI,1.914,0,0,1.0
4759,116726,Random,DRIFTING-A.AVI,1.23,0,0,1.0
4760,116726,Mental,Fishing.AVI,0.455,1,0,1.0
4761,116726,Random,Random mechanical.AVI,2.57,1,0,0.0
4762,683256,Mental,COAXING-B.AVI,1.056,1,0,1.0
4763,683256,Random,BILLIARD-A.AVI,1.529,0,0,1.0
4764,683256,Random,DRIFTING-A.AVI,1.51,0,0,1.0
4765,683256,Mental,Fishing.AVI,1.321,0,0,0.0
4766,683256,Random,Random mechanical.AVI,2.368,0,0,1.0
4767,965367,Mental,Scaring.AVI,0.645,1,1,1.0
4768,965367,Mental,SEDUCING-B.AVI,0.374,1,1,1.0
4769,965367,Random,STAR-A.AVI,0.43,0,1,1.0
4770,965367,Mental,SURPRISING-B.AVI,0.421,1,1,1.0
4771,965367,Random,TENNIS-A.AVI,0.581,0,1,1.0
4782,125222,Mental,Scaring.AVI,0.684,1,1,1.0
4783,125222,Mental,SEDUCING-B.AVI,0.609,1,1,1.0
4784,125222,Random,STAR-A.AVI,0.833,9,1,9.0
4785,125222,Mental,SURPRISING-B.AVI,1.074,1,1,1.0
4786,125222,Random,TENNIS-A.AVI,0.639,1,1,0.0
4787,150625,Mental,COAXING-B.AVI,1.034,1,0,1.0
4788,150625,Random,BILLIARD-A.AVI,1.891,0,0,1.0
4789,150625,Random,DRIFTING-A.AVI,1.95,0,0,1.0
4790,150625,Mental,Fishing.AVI,1.094,1,0,1.0
4791,150625,Random,Random mechanical.AVI,2.918,0,0,1.0
4792,214423,Mental,Scaring.AVI,1.276,1,1,1.0
4793,214423,Mental,SEDUCING-B.AVI,0.775,1,1,1.0
4794,214423,Random,STAR-A.AVI,1.169,0,1,1.0
4795,214423,Mental,SURPRISING-B.AVI,0.916,1,1,1.0
4796,214423,Random,TENNIS-A.AVI,1.723,0,1,1.0
4797,413934,Mental,Scaring.AVI,1.033,1,1,1.0
4798,413934,Mental,SEDUCING-B.AVI,0.833,1,1,1.0
4799,413934,Random,STAR-A.AVI,1.701,0,1,1.0
4800,413934,Mental,SURPRISING-B.AVI,0.85,1,1,1.0
4801,413934,Random,TENNIS-A.AVI,1.963,0,1,1.0
4802,679568,Mental,COAXING-B.AVI,1.3,1,0,1.0
4803,679568,Random,BILLIARD-A.AVI,1.012,0,0,1.0
4804,679568,Random,DRIFTING-A.AVI,0.665,0,0,1.0
4805,679568,Mental,Fishing.AVI,1.275,1,0,1.0
4806,679568,Random,Random mechanical.AVI,1.136,9,0,9.0
4807,553344,Mental,COAXING-B.AVI,1.066,1,0,1.0
4808,553344,Random,BILLIARD-A.AVI,1.035,0,0,1.0
4809,553344,Random,DRIFTING-A.AVI,0.984,0,0,1.0
4810,553344,Mental,Fishing.AVI,0.822,1,0,1.0
4811,553344,Random,Random mechanical.AVI,0.88,0,0,1.0
4814,219231,Mental,COAXING-B.AVI,1.943,1,0,1.0
4815,219231,Random,BILLIARD-A.AVI,1.39,0,0,1.0
4816,219231,Random,DRIFTING-A.AVI,1.175,0,0,1.0
4817,219231,Mental,Fishing.AVI,0.925,1,0,1.0
4818,219231,Random,Random mechanical.AVI,2.855,9,0,9.0
4824,134425,Mental,COAXING-B.AVI,1.14,1,0,1.0
4825,134425,Random,BILLIARD-A.AVI,0.958,0,0,1.0
4826,134425,Random,DRIFTING-A.AVI,0.722,0,0,1.0
4827,134425,Mental,Fishing.AVI,0.783,1,0,1.0
4828,134425,Random,Random mechanical.AVI,1.192,0,0,1.0
4829,397154,Mental,COAXING-B.AVI,0.838,1,0,1.0
4830,397154,Random,BILLIARD-A.AVI,0.725,0,0,1.0
4831,397154,Random,DRIFTING-A.AVI,0.923,0,0,1.0
4832,397154,Mental,Fishing.AVI,0.857,1,0,1.0
4833,397154,Random,Random mechanical.AVI,0.98,0,0,1.0
4838,120212,Mental,Scaring.AVI,0.698,1,1,1.0
4839,120212,Mental,SEDUCING-B.AVI,1.058,1,1,1.0
4840,120212,Random,STAR-A.AVI,0.627,0,1,1.0
4841,120212,Mental,SURPRISING-B.AVI,0.792,1,1,1.0
4842,120212,Random,TENNIS-A.AVI,0.658,0,1,1.0
4843,571144,Mental,Scaring.AVI,1.006,1,1,1.0
4844,571144,Mental,SEDUCING-B.AVI,0.951,1,1,1.0
4845,571144,Random,STAR-A.AVI,1.03,0,1,1.0
4846,571144,Mental,SURPRISING-B.AVI,1.094,1,1,1.0
4847,571144,Random,TENNIS-A.AVI,1.101,0,1,1.0
4848,406432,Mental,Scaring.AVI,0.559,1,1,1.0
4849,406432,Mental,SEDUCING-B.AVI,1.299,1,1,1.0
4850,406432,Random,STAR-A.AVI,1.061,0,1,1.0
4851,406432,Mental,SURPRISING-B.AVI,1.01,1,1,1.0
4852,406432,Random,TENNIS-A.AVI,1.716,1,1,0.0
4863,932554,Mental,COAXING-B.AVI,1.64,1,0,1.0
4864,932554,Random,BILLIARD-A.AVI,1.857,0,0,1.0
4865,932554,Random,DRIFTING-A.AVI,1.944,0,0,1.0
4866,932554,Mental,Fishing.AVI,1.479,1,0,1.0
4867,932554,Random,Random mechanical.AVI,0.809,9,0,9.0
4873,559053,Mental,Scaring.AVI,1.075,1,1,1.0
4874,559053,Mental,SEDUCING-B.AVI,0.931,1,1,1.0
4875,559053,Random,STAR-A.AVI,1.115,0,1,1.0
4876,559053,Mental,SURPRISING-B.AVI,1.282,1,1,1.0
4877,559053,Random,TENNIS-A.AVI,0.757,9,1,9.0
4878,397861,Mental,Scaring.AVI,0.659,1,1,1.0
4879,397861,Mental,SEDUCING-B.AVI,0.67,1,1,1.0
4880,397861,Random,STAR-A.AVI,0.838,0,1,1.0
4881,397861,Mental,SURPRISING-B.AVI,1.05,1,1,1.0
4882,397861,Random,TENNIS-A.AVI,0.974,0,1,1.0
4883,561444,Mental,Scaring.AVI,1.346,1,1,1.0
4884,561444,Mental,SEDUCING-B.AVI,0.612,1,1,1.0
4885,561444,Random,STAR-A.AVI,1.483,0,1,1.0
4886,561444,Mental,SURPRISING-B.AVI,0.678,1,1,1.0
