subj_idx,stim,movie,rt,response,run,accuracy,logRT
168745,Mental,Scaring.AVI,1.252,1,1,1.0,0.22474227267790678
168745,Mental,SEDUCING-B.AVI,0.578,1,1,1.0,-0.5481814103097596
168745,Random,STAR-A.AVI,1.643,0,1,1.0,0.49652383905513103
168745,Mental,SURPRISING-B.AVI,1.082,1,1,1.0,0.07881118042428985
168745,Random,TENNIS-A.AVI,1.232,0,1,1.0,0.208638865111328
668361,Random,BILLIARD-A.AVI,1.254,0,0,1.0,0.22633844221072896
668361,Random,DRIFTING-A.AVI,0.59,0,0,1.0,-0.527632742082372
668361,Mental,Fishing.AVI,0.993,0,0,0.0,-0.007024614936964466
668361,Random,Random mechanical.AVI,0.816,0,0,1.0,-0.2033409240180301
165638,Mental,COAXING-B.AVI,0.842,1,0,1.0,-0.17197526473981037
165638,Random,BILLIARD-A.AVI,0.921,0,0,1.0,-0.08229524272683016
165638,Random,DRIFTING-A.AVI,0.96,0,0,1.0,-0.040821994520255166
165638,Mental,Fishing.AVI,2.544,1,0,1.0,0.9337376454778757
165638,Random,Random mechanical.AVI,1.179,0,0,1.0,0.16466662155523393
179548,Mental,COAXING-B.AVI,0.944,1,0,1.0,-0.057629112836636416
179548,Random,BILLIARD-A.AVI,0.815,0,0,1.0,-0.2045671657412744
179548,Random,DRIFTING-A.AVI,0.554,0,0,1.0,-0.5905905922348531
179548,Mental,Fishing.AVI,0.858,1,0,1.0,-0.15315117949417478
179548,Random,Random mechanical.AVI,1.223,0,0,1.0,0.20130685670503537
248339,Mental,Scaring.AVI,0.752,1,1,1.0,-0.28501895503229724
248339,Random,STAR-A.AVI,0.927,0,1,1.0,-0.07580171341628185
248339,Mental,SURPRISING-B.AVI,0.932,1,1,1.0,-0.07042246429654582
248339,Random,TENNIS-A.AVI,0.839,0,1,1.0,-0.1755445725149309
176845,Mental,Scaring.AVI,0.607,1,1,1.0,-0.4992264879226388
176845,Mental,SEDUCING-B.AVI,0.377,1,1,1.0,-0.9755100915341263
176845,Random,STAR-A.AVI,0.724,0,1,1.0,-0.3229638865964207
176845,Mental,SURPRISING-B.AVI,0.833,1,1,1.0,-0.1827216368152944
176845,Random,TENNIS-A.AVI,0.578,0,1,1.0,-0.5481814103097596
133019,Mental,Scaring.AVI,1.28,1,1,1.0,0.2468600779315258
133019,Mental,SEDUCING-B.AVI,0.594,1,1,1.0,-0.5208759596194922
133019,Random,STAR-A.AVI,0.371,0,1,1.0,-0.991553216374702
133019,Mental,SURPRISING-B.AVI,0.981,1,1,1.0,-0.019182819416773987
133019,Random,TENNIS-A.AVI,2.104,0,1,1.0,0.7438402948754634
211114,Mental,Scaring.AVI,0.495,1,1,1.0,-0.7031975164134467
211114,Mental,SEDUCING-B.AVI,0.799,1,1,1.0,-0.22439433321586233
211114,Random,STAR-A.AVI,0.777,0,1,1.0,-0.25231492861448956
211114,Mental,SURPRISING-B.AVI,0.557,1,1,1.0,-0.5851900390548529
211114,Random,TENNIS-A.AVI,0.468,1,1,0.0,-0.7592869830644903
176037,Mental,SEDUCING-B.AVI,0.848,1,1,1.0,-0.164874643190234
176037,Random,STAR-A.AVI,1.056,0,1,1.0,0.054488185284069776
176037,Mental,SURPRISING-B.AVI,0.742,1,1,1.0,-0.2984060358147566
127327,Mental,Scaring.AVI,0.641,1,1,1.0,-0.444725822061467
127327,Mental,SEDUCING-B.AVI,0.834,1,1,1.0,-0.18152187662339034
127327,Random,STAR-A.AVI,0.891,0,1,1.0,-0.11541085151132773
127327,Mental,SURPRISING-B.AVI,0.715,1,1,1.0,-0.33547273628812946
127327,Random,TENNIS-A.AVI,0.339,0,1,1.0,-1.0817551716016867
127933,Mental,COAXING-B.AVI,1.102,1,0,1.0,0.09712671073072282
127933,Random,BILLIARD-A.AVI,1.317,0,0,1.0,0.27535642276114397
127933,Random,DRIFTING-A.AVI,1.172,0,0,1.0,0.1587116911548208
127933,Mental,Fishing.AVI,1.092,1,0,1.0,0.08801087732271337
709551,Mental,Scaring.AVI,0.568,1,1,1.0,-0.5656338602609858
709551,Mental,SEDUCING-B.AVI,0.749,1,1,1.0,-0.2890162954649176
709551,Random,STAR-A.AVI,0.606,0,1,1.0,-0.5008752929128226
709551,Mental,SURPRISING-B.AVI,0.767,1,1,1.0,-0.26526847761488087
709551,Random,TENNIS-A.AVI,0.952,0,1,1.0,-0.04919024419077178
865363,Mental,Scaring.AVI,0.586,1,1,1.0,-0.5344354894051245
865363,Mental,SEDUCING-B.AVI,0.422,1,1,1.0,-0.8627499649461253
865363,Random,STAR-A.AVI,0.412,0,1,1.0,-0.8867319296326107
865363,Mental,SURPRISING-B.AVI,0.498,1,1,1.0,-0.6971552019574841
865363,Random,TENNIS-A.AVI,0.453,0,1,1.0,-0.791863153499103
161327,Mental,COAXING-B.AVI,0.863,1,0,1.0,-0.14734058789870913
161327,Random,BILLIARD-A.AVI,0.49,0,0,1.0,-0.7133498878774648
161327,Random,DRIFTING-A.AVI,0.439,0,0,1.0,-0.8232558659069656
161327,Mental,Fishing.AVI,0.713,1,0,1.0,-0.33827385856784115
161327,Random,Random mechanical.AVI,0.656,0,0,1.0,-0.42159449003804794
108828,Mental,Scaring.AVI,1.57,1,1,1.0,0.45107561936021673
108828,Mental,SEDUCING-B.AVI,1.565,1,1,1.0,0.4478858239921165
108828,Random,STAR-A.AVI,1.73,0,1,1.0,0.5481214085096876
108828,Mental,SURPRISING-B.AVI,1.713,1,1,1.0,0.5382462193419829
382242,Mental,COAXING-B.AVI,1.031,1,0,1.0,0.03052920503482279
382242,Random,BILLIARD-A.AVI,0.727,0,0,1.0,-0.3188288014486177
382242,Random,DRIFTING-A.AVI,1.564,0,0,1.0,0.4472466421231194
382242,Mental,Fishing.AVI,1.764,1,0,1.0,0.5675839575845996
382242,Random,Random mechanical.AVI,2.133,0,0,1.0,0.7575294394892135
203923,Mental,COAXING-B.AVI,1.225,1,0,1.0,0.20294084399669038
203923,Random,BILLIARD-A.AVI,1.816,0,0,1.0,0.5966362801791015
203923,Random,DRIFTING-A.AVI,1.364,0,0,1.0,0.3104215594212704
203923,Random,Random mechanical.AVI,1.115,0,0,1.0,0.10885440491208208
159239,Mental,Scaring.AVI,0.645,1,1,1.0,-0.43850496218636453
159239,Mental,SEDUCING-B.AVI,0.734,1,1,1.0,-0.3092462503676215
159239,Random,STAR-A.AVI,0.436,0,1,1.0,-0.8301130356331028
159239,Mental,SURPRISING-B.AVI,0.741,1,1,1.0,-0.2997546536860502
116221,Mental,COAXING-B.AVI,1.837,1,0,1.0,0.6081338062329886
116221,Random,BILLIARD-A.AVI,1.63,0,0,1.0,0.4885800148186709
116221,Random,DRIFTING-A.AVI,1.69,0,0,1.0,0.5247285289349821
116221,Mental,Fishing.AVI,1.551,1,0,1.0,0.43889988419440173
116221,Random,Random mechanical.AVI,1.113,0,0,1.0,0.10705907229340778
837560,Mental,COAXING-B.AVI,1.443,1,0,1.0,0.3667242797917339
837560,Random,DRIFTING-A.AVI,1.989,1,0,0.0,0.6876319998718352
837560,Mental,Fishing.AVI,1.379,0,0,0.0,0.32135859881116474
837560,Random,Random mechanical.AVI,1.056,0,0,1.0,0.054488185284069776
171532,Mental,Scaring.AVI,1.277,1,1,1.0,0.24451357705040216
171532,Mental,SEDUCING-B.AVI,0.859,1,1,1.0,-0.1519863569978817
171532,Random,STAR-A.AVI,0.721,0,1,1.0,-0.327116141697188
171532,Mental,SURPRISING-B.AVI,1.009,1,1,1.0,0.008959741371471801
171532,Random,TENNIS-A.AVI,0.824,0,1,1.0,-0.1935847490726654
211821,Mental,COAXING-B.AVI,1.37,1,0,1.0,0.3148107398400336
211821,Random,BILLIARD-A.AVI,0.894,0,0,1.0,-0.11204950380862289
211821,Random,DRIFTING-A.AVI,1.191,0,0,1.0,0.1747932903731631
211821,Mental,Fishing.AVI,1.356,1,0,1.0,0.3045391895182039
211821,Random,Random mechanical.AVI,1.511,0,0,1.0,0.41277168329060243
559457,Mental,COAXING-B.AVI,0.961,1,0,1.0,-0.0397808700118446
559457,Random,BILLIARD-A.AVI,0.915,0,0,1.0,-0.0888312137066157
559457,Random,DRIFTING-A.AVI,0.875,0,0,1.0,-0.13353139262452263
559457,Mental,Fishing.AVI,0.74,1,0,1.0,-0.3011050927839216
628248,Mental,COAXING-B.AVI,1.683,1,0,1.0,0.520577915208669
628248,Random,BILLIARD-A.AVI,1.458,0,0,1.0,0.3770656335864664
628248,Random,DRIFTING-A.AVI,1.212,0,0,1.0,0.1922718876471227
628248,Mental,Fishing.AVI,0.906,1,0,1.0,-0.0987159729391577
552544,Mental,Scaring.AVI,0.704,1,1,1.0,-0.3509769228240947
552544,Mental,SEDUCING-B.AVI,0.968,1,1,1.0,-0.03252319170556006
552544,Random,STAR-A.AVI,0.866,0,1,1.0,-0.1438703704197019
552544,Mental,SURPRISING-B.AVI,1.214,1,1,1.0,0.1939206926373065
552544,Random,TENNIS-A.AVI,0.578,0,1,1.0,-0.5481814103097596
201414,Mental,Scaring.AVI,1.172,1,1,1.0,0.1587116911548208
201414,Mental,SEDUCING-B.AVI,0.786,1,1,1.0,-0.24079848655293046
201414,Random,STAR-A.AVI,1.036,0,1,1.0,0.035367143837291344
201414,Mental,SURPRISING-B.AVI,0.769,1,1,1.0,-0.26266430947649305
201414,Random,TENNIS-A.AVI,1.309,0,1,1.0,0.2692634869277628
175742,Mental,Scaring.AVI,0.801,1,1,1.0,-0.22189433191377778
175742,Mental,SEDUCING-B.AVI,0.837,1,1,1.0,-0.17793120849266178
175742,Random,STAR-A.AVI,0.727,0,1,1.0,-0.3188288014486177
175742,Mental,SURPRISING-B.AVI,0.905,1,1,1.0,-0.0998203352822109
175742,Random,TENNIS-A.AVI,0.921,0,1,1.0,-0.08229524272683016
169949,Mental,COAXING-B.AVI,1.392,1,0,1.0,0.3307415619122278
169949,Random,BILLIARD-A.AVI,2.002,0,0,1.0,0.6941466808930288
169949,Random,DRIFTING-A.AVI,0.823,0,0,1.0,-0.1947990783050673
169949,Mental,Fishing.AVI,1.221,1,0,1.0,0.1996701951285677
169949,Random,Random mechanical.AVI,0.845,0,0,1.0,-0.16841865162496325
130316,Mental,COAXING-B.AVI,1.048,1,0,1.0,0.04688358589885046
130316,Random,BILLIARD-A.AVI,1.863,0,0,1.0,0.6221880916194514
130316,Random,DRIFTING-A.AVI,0.995,0,0,1.0,-0.005012541823544286
130316,Mental,Fishing.AVI,1.321,1,0,1.0,0.27838902554018824
309636,Mental,Scaring.AVI,1.529,1,1,1.0,0.4246139269469252
309636,Mental,SEDUCING-B.AVI,2.271,1,1,1.0,0.8202202631234213
309636,Random,STAR-A.AVI,0.975,0,1,1.0,-0.025317807984289897
309636,Mental,SURPRISING-B.AVI,1.241,1,1,1.0,0.21591750622247025
309636,Random,TENNIS-A.AVI,1.653,0,1,1.0,0.5025918188388871
153732,Mental,COAXING-B.AVI,1.055,1,0,1.0,0.05354076692802976
153732,Random,BILLIARD-A.AVI,1.931,0,0,1.0,0.6580380034463774
153732,Random,DRIFTING-A.AVI,0.64,0,0,1.0,-0.4462871026284195
153732,Mental,Fishing.AVI,0.486,0,0,0.0,-0.7215466550816433
153732,Random,Random mechanical.AVI,0.798,0,0,1.0,-0.22564668153232822
107018,Mental,COAXING-B.AVI,0.904,1,0,1.0,-0.10092591858996053
107018,Random,BILLIARD-A.AVI,1.293,0,0,1.0,0.2569650997897204
107018,Random,DRIFTING-A.AVI,0.886,0,0,1.0,-0.1210383283770561
107018,Mental,Fishing.AVI,0.974,1,0,1.0,-0.026343975339601977
107018,Random,Random mechanical.AVI,1.192,0,0,1.0,0.17563256864315796
654754,Mental,COAXING-B.AVI,1.156,1,0,1.0,0.14496577025018564
654754,Random,BILLIARD-A.AVI,0.793,0,0,1.0,-0.23193205734728903
654754,Random,DRIFTING-A.AVI,0.711,0,0,1.0,-0.3410828491788962
654754,Mental,Fishing.AVI,0.81,1,0,1.0,-0.21072103131565253
654754,Random,Random mechanical.AVI,2.084,0,0,1.0,0.7342891238911206
728454,Mental,Scaring.AVI,0.929,1,1,1.0,-0.07364654016829848
728454,Mental,SEDUCING-B.AVI,1.197,1,1,1.0,0.17981842657583616
728454,Random,STAR-A.AVI,1.464,0,1,1.0,0.3811724155391198
728454,Mental,SURPRISING-B.AVI,0.875,1,1,1.0,-0.13353139262452263
728454,Random,TENNIS-A.AVI,1.027,0,1,1.0,0.026641930946421092
144428,Mental,Scaring.AVI,1.882,1,1,1.0,0.6323350411631878
144428,Mental,SEDUCING-B.AVI,0.609,1,1,1.0,-0.49593701127224005
144428,Random,STAR-A.AVI,0.497,0,1,1.0,-0.6991652528855083
144428,Mental,SURPRISING-B.AVI,1.356,1,1,1.0,0.3045391895182039
144428,Random,TENNIS-A.AVI,0.789,0,1,1.0,-0.23698895813626278
188751,Mental,COAXING-B.AVI,1.837,1,0,1.0,0.6081338062329886
188751,Random,BILLIARD-A.AVI,1.16,0,0,1.0,0.14842000511827322
188751,Random,DRIFTING-A.AVI,0.788,0,0,1.0,-0.2382571891242579
188751,Mental,Fishing.AVI,0.986,1,0,1.0,-0.014098924379501648
188751,Random,Random mechanical.AVI,0.704,0,0,1.0,-0.3509769228240947
688569,Mental,Scaring.AVI,0.754,1,1,1.0,-0.282362910974181
688569,Mental,SEDUCING-B.AVI,0.481,1,1,1.0,-0.731888008876376
688569,Random,STAR-A.AVI,0.621,0,1,1.0,-0.4764241970486583
688569,Mental,SURPRISING-B.AVI,0.896,1,1,1.0,-0.10981486600720657
688569,Random,TENNIS-A.AVI,1.171,0,1,1.0,0.15785808461558032
196851,Mental,COAXING-B.AVI,2.173,1,0,1.0,0.7761087012742927
196851,Random,BILLIARD-A.AVI,0.749,0,0,1.0,-0.2890162954649176
196851,Random,DRIFTING-A.AVI,0.693,0,0,1.0,-0.3667252797922339
196851,Mental,Fishing.AVI,1.376,0,0,0.0,0.31918073951115183
196851,Random,Random mechanical.AVI,1.407,0,0,1.0,0.34145977813225203
155938,Mental,COAXING-B.AVI,1.317,1,0,1.0,0.27535642276114397
155938,Random,DRIFTING-A.AVI,1.849,0,0,1.0,0.6146449524049877
155938,Mental,Fishing.AVI,0.923,1,0,1.0,-0.08012604447928486
115825,Mental,Scaring.AVI,1.018,1,1,1.0,0.017839918128331016
115825,Mental,SEDUCING-B.AVI,0.867,1,1,1.0,-0.1427163022015952
115825,Random,STAR-A.AVI,1.026,0,1,1.0,0.025667746748577813
115825,Mental,SURPRISING-B.AVI,1.125,1,1,1.0,0.11778303565638346
599469,Mental,Scaring.AVI,0.653,1,1,1.0,-0.42617814970570594
599469,Mental,SEDUCING-B.AVI,0.511,1,1,1.0,-0.6713856887784326
599469,Random,STAR-A.AVI,0.625,0,1,1.0,-0.4700036292457356
599469,Mental,SURPRISING-B.AVI,0.491,1,1,1.0,-0.7113111511876165
732243,Mental,COAXING-B.AVI,1.673,1,0,1.0,0.514618422004687
732243,Random,BILLIARD-A.AVI,0.63,0,0,1.0,-0.4620354595965587
732243,Random,DRIFTING-A.AVI,0.729,0,0,1.0,-0.31608154697347896
732243,Mental,Fishing.AVI,0.877,1,0,1.0,-0.13124828660995402
732243,Random,Random mechanical.AVI,1.886,0,0,1.0,0.6344581842112657
192035,Mental,Scaring.AVI,1.638,1,1,1.0,0.4934759854308776
192035,Random,STAR-A.AVI,0.272,0,1,1.0,-1.3019532126861397
192035,Mental,SURPRISING-B.AVI,0.535,1,1,1.0,-0.6254885320861304
192035,Random,TENNIS-A.AVI,1.665,1,1,0.0,0.5098251234324072
180836,Mental,SEDUCING-B.AVI,0.677,1,1,1.0,-0.390084006069862
180836,Random,STAR-A.AVI,0.627,0,1,1.0,-0.4668087383492164
180836,Mental,SURPRISING-B.AVI,0.646,1,1,1.0,-0.43695577519953516
180836,Random,TENNIS-A.AVI,0.545,0,1,1.0,-0.6069694843188929
298455,Mental,COAXING-B.AVI,1.689,1,0,1.0,0.5241366378256631
298455,Random,BILLIARD-A.AVI,0.666,0,0,1.0,-0.40646560844174784
298455,Random,DRIFTING-A.AVI,0.325,0,0,1.0,-1.1239300966523995
298455,Mental,Fishing.AVI,0.824,1,0,1.0,-0.1935847490726654
970764,Mental,COAXING-B.AVI,1.037,1,0,1.0,0.036331929247390204
970764,Random,BILLIARD-A.AVI,1.144,0,0,1.0,0.13453089295760606
970764,Mental,Fishing.AVI,1.063,1,0,1.0,0.06109509935981083
970764,Random,Random mechanical.AVI,1.27,0,0,1.0,0.23901690047049992
205220,Mental,Scaring.AVI,0.542,1,1,1.0,-0.6124892775424908
205220,Mental,SEDUCING-B.AVI,1.073,1,1,1.0,0.07045846364856137
205220,Random,STAR-A.AVI,0.747,0,1,1.0,-0.29169009384931976
205220,Mental,SURPRISING-B.AVI,0.608,1,1,1.0,-0.49758039701597007
205220,Random,TENNIS-A.AVI,0.678,0,1,1.0,-0.38860799104174143
211417,Mental,COAXING-B.AVI,1.694,1,0,1.0,0.5270925962298626
211417,Random,BILLIARD-A.AVI,1.836,0,0,1.0,0.6075892921982987
211417,Random,DRIFTING-A.AVI,1.374,0,0,1.0,0.31772619380015765
211417,Mental,Fishing.AVI,2.15,1,0,1.0,0.7654678421395714
211417,Random,Random mechanical.AVI,1.193,1,0,0.0,0.1764711431157791
782561,Mental,COAXING-B.AVI,1.596,1,0,1.0,0.4675004990276171
782561,Random,BILLIARD-A.AVI,1.566,0,0,1.0,0.4485245975686114
782561,Random,DRIFTING-A.AVI,0.774,0,0,1.0,-0.2561834053924099
782561,Mental,Fishing.AVI,0.956,1,0,1.0,-0.044997365930735805
782561,Random,Random mechanical.AVI,1.691,0,0,1.0,0.5253200699164433
753251,Mental,Scaring.AVI,0.662,1,1,1.0,-0.41248972304512876
753251,Mental,SEDUCING-B.AVI,0.713,1,1,1.0,-0.33827385856784115
753251,Random,STAR-A.AVI,0.958,0,1,1.0,-0.04290750101127655
753251,Mental,SURPRISING-B.AVI,0.956,1,1,1.0,-0.044997365930735805
753251,Random,TENNIS-A.AVI,0.598,0,1,1.0,-0.5141645250315053
159340,Mental,Scaring.AVI,0.536,1,1,1.0,-0.623621117911335
159340,Mental,SEDUCING-B.AVI,0.386,1,1,1.0,-0.9519179095173061
159340,Random,STAR-A.AVI,0.647,0,1,1.0,-0.43540898448123644
159340,Mental,SURPRISING-B.AVI,0.708,1,1,1.0,-0.34531118528841737
159340,Random,TENNIS-A.AVI,0.717,0,1,1.0,-0.33267943838251673
635245,Mental,COAXING-B.AVI,1.199,1,0,1.0,0.18148787604537725
635245,Random,BILLIARD-A.AVI,1.814,0,0,1.0,0.5955343516929449
635245,Random,DRIFTING-A.AVI,0.989,0,0,1.0,-0.011060947359424948
635245,Mental,Fishing.AVI,1.015,1,0,1.0,0.014888612493750559
635245,Random,Random mechanical.AVI,1.194,0,0,1.0,0.1773090149704103
154734,Mental,Scaring.AVI,0.945,1,1,1.0,-0.05657035148839435
154734,Mental,SEDUCING-B.AVI,1.028,1,1,1.0,0.02761516703297339
154734,Random,STAR-A.AVI,0.776,0,1,1.0,-0.25360275879891825
154734,Mental,SURPRISING-B.AVI,1.333,1,1,1.0,0.28743204119657156
154734,Random,TENNIS-A.AVI,1.674,0,1,1.0,0.5152159720672835
917255,Mental,COAXING-B.AVI,1.241,1,0,1.0,0.21591750622247025
917255,Random,BILLIARD-A.AVI,0.548,0,0,1.0,-0.6014799920341214
917255,Mental,Fishing.AVI,0.99,1,0,1.0,-0.01005033585350145
917255,Random,Random mechanical.AVI,0.676,1,0,0.0,-0.3915622029391729
485757,Mental,COAXING-B.AVI,0.944,1,0,1.0,-0.057629112836636416
485757,Random,BILLIARD-A.AVI,2.141,0,0,1.0,0.7612730096075457
485757,Mental,Fishing.AVI,0.674,1,0,1.0,-0.39452516806982996
485757,Random,Random mechanical.AVI,1.628,0,0,1.0,0.4873522675803485
198047,Mental,COAXING-B.AVI,0.932,1,0,1.0,-0.07042246429654582
198047,Random,BILLIARD-A.AVI,0.656,0,0,1.0,-0.42159449003804794
198047,Random,DRIFTING-A.AVI,0.742,0,0,1.0,-0.2984060358147566
198047,Mental,Fishing.AVI,1.199,1,0,1.0,0.18148787604537725
198047,Random,Random mechanical.AVI,0.759,0,0,1.0,-0.27575350158650713
352738,Mental,Scaring.AVI,0.485,1,1,1.0,-0.7236063880446539
352738,Mental,SEDUCING-B.AVI,0.899,1,1,1.0,-0.10647224451051676
352738,Random,STAR-A.AVI,1.292,0,1,1.0,0.25619140536041013
352738,Mental,SURPRISING-B.AVI,0.542,1,1,1.0,-0.6124892775424908
352738,Random,TENNIS-A.AVI,1.046,0,1,1.0,0.044973365642731196
108020,Mental,COAXING-B.AVI,1.881,1,0,1.0,0.6318035503188933
108020,Random,BILLIARD-A.AVI,2.091,0,0,1.0,0.7376424204464966
108020,Random,DRIFTING-A.AVI,1.33,0,0,1.0,0.28517894223366247
108020,Mental,Fishing.AVI,1.711,1,0,1.0,0.5370779949100565
522434,Mental,Scaring.AVI,0.582,1,1,1.0,-0.5412848312506993
522434,Mental,SEDUCING-B.AVI,0.599,1,1,1.0,-0.5124936808666878
522434,Random,STAR-A.AVI,0.687,0,1,1.0,-0.37542098675978763
522434,Mental,SURPRISING-B.AVI,0.679,1,1,1.0,-0.3871341514234409
522434,Random,TENNIS-A.AVI,0.772,0,1,1.0,-0.25877072895736086
134829,Mental,COAXING-B.AVI,0.404,1,0,1.0,-0.9063404010209869
134829,Random,BILLIARD-A.AVI,0.593,0,0,1.0,-0.5225608799844117
134829,Random,DRIFTING-A.AVI,0.693,0,0,1.0,-0.3667252797922339
134829,Mental,Fishing.AVI,0.932,1,0,1.0,-0.07042246429654582
959574,Mental,Scaring.AVI,0.831,1,1,1.0,-0.18512548412668892
959574,Mental,SEDUCING-B.AVI,0.64,1,1,1.0,-0.4462871026284195
959574,Random,STAR-A.AVI,0.787,0,1,1.0,-0.2395270305647338
959574,Mental,SURPRISING-B.AVI,0.762,1,1,1.0,-0.2718087232954908
959574,Random,TENNIS-A.AVI,0.72,1,1,0.0,-0.3285040669720361
316633,Mental,Scaring.AVI,0.714,1,1,1.0,-0.33687231664255274
316633,Mental,SEDUCING-B.AVI,0.593,1,1,1.0,-0.5225608799844117
316633,Random,STAR-A.AVI,0.464,0,1,1.0,-0.7678707267558817
316633,Mental,SURPRISING-B.AVI,0.517,1,1,1.0,-0.6597124044737079
316633,Random,TENNIS-A.AVI,0.901,0,1,1.0,-0.10425002137379911
139233,Mental,COAXING-B.AVI,0.79,1,0,1.0,-0.23572233352106983
139233,Random,BILLIARD-A.AVI,1.167,0,0,1.0,0.15443635330441896
139233,Random,DRIFTING-A.AVI,1.25,0,0,1.0,0.22314355131420976
139233,Mental,Fishing.AVI,0.749,1,0,1.0,-0.2890162954649176
139233,Random,Random mechanical.AVI,0.746,0,0,1.0,-0.2930296787783762
182436,Mental,COAXING-B.AVI,1.048,1,0,1.0,0.04688358589885046
182436,Random,DRIFTING-A.AVI,1.152,0,0,1.0,0.14149956227369942
182436,Mental,Fishing.AVI,1.296,1,0,1.0,0.25928259793008296
200210,Mental,Scaring.AVI,0.874,1,1,1.0,-0.1346749033266016
200210,Mental,SEDUCING-B.AVI,0.566,1,1,1.0,-0.5691612007789542
200210,Random,STAR-A.AVI,0.39,0,1,1.0,-0.941608539858445
200210,Mental,SURPRISING-B.AVI,0.465,1,1,1.0,-0.7657178733947807
200210,Random,TENNIS-A.AVI,0.514,0,1,1.0,-0.6655320135269719
899885,Mental,COAXING-B.AVI,1.222,1,0,1.0,0.20048886074940356
899885,Random,BILLIARD-A.AVI,1.292,0,0,1.0,0.25619140536041013
899885,Random,DRIFTING-A.AVI,0.993,0,0,1.0,-0.007024614936964466
899885,Mental,Fishing.AVI,1.115,1,0,1.0,0.10885440491208208
899885,Random,Random mechanical.AVI,1.136,0,0,1.0,0.1275133202989595
645450,Mental,COAXING-B.AVI,0.907,1,0,1.0,-0.09761282886700041
645450,Random,BILLIARD-A.AVI,0.777,0,0,1.0,-0.25231492861448956
645450,Random,DRIFTING-A.AVI,0.976,0,0,1.0,-0.024292692569044587
645450,Mental,Fishing.AVI,1.728,1,0,1.0,0.5469646703818639
645450,Random,Random mechanical.AVI,1.188,0,0,1.0,0.17227122094045313
206525,Mental,COAXING-B.AVI,1.513,1,0,1.0,0.4140944348062188
206525,Random,BILLIARD-A.AVI,1.671,0,0,1.0,0.5134222496132567
206525,Random,DRIFTING-A.AVI,0.979,0,0,1.0,-0.021223636451626688
206525,Mental,Fishing.AVI,1.02,1,0,1.0,0.01980262729617973
206525,Random,Random mechanical.AVI,0.981,0,0,1.0,-0.019182819416773987
151425,Mental,Scaring.AVI,0.666,1,1,1.0,-0.40646560844174784
151425,Mental,SEDUCING-B.AVI,0.589,1,1,1.0,-0.5293290953305504
151425,Random,STAR-A.AVI,0.543,0,1,1.0,-0.6106459590482015
151425,Mental,SURPRISING-B.AVI,0.688,1,1,1.0,-0.37396644104879345
151425,Random,TENNIS-A.AVI,0.507,0,1,1.0,-0.6792442753909539
183741,Mental,COAXING-B.AVI,1.146,1,0,1.0,0.13627761829254775
183741,Random,BILLIARD-A.AVI,0.501,0,0,1.0,-0.6911491778972723
183741,Random,DRIFTING-A.AVI,0.599,0,0,1.0,-0.5124936808666878
183741,Mental,Fishing.AVI,0.652,1,0,1.0,-0.4277107170554841
183741,Random,Random mechanical.AVI,1.248,1,0,0.0,0.22154226994723591
146129,Mental,COAXING-B.AVI,1.893,1,0,1.0,0.6381628722271858
146129,Random,BILLIARD-A.AVI,1.091,0,0,1.0,0.08709470685093373
146129,Random,DRIFTING-A.AVI,1.229,0,0,1.0,0.20620083058389785
146129,Mental,Fishing.AVI,1.238,1,0,1.0,0.21349717426240436
146735,Mental,COAXING-B.AVI,0.755,1,0,1.0,-0.28103752973311236
146735,Random,BILLIARD-A.AVI,1.073,0,0,1.0,0.07045846364856137
146735,Random,DRIFTING-A.AVI,0.559,0,0,1.0,-0.5816058058270378
146735,Mental,Fishing.AVI,0.979,1,0,1.0,-0.021223636451626688
146735,Random,Random mechanical.AVI,1.322,0,0,1.0,0.2791457414294946
196952,Mental,Scaring.AVI,1.014,1,1,1.0,0.013902905168991434
196952,Mental,SEDUCING-B.AVI,0.631,1,1,1.0,-0.4604494164409239
196952,Random,STAR-A.AVI,0.544,0,1,1.0,-0.6088060321261943
196952,Mental,SURPRISING-B.AVI,0.497,1,1,1.0,-0.6991652528855083
196952,Random,TENNIS-A.AVI,0.559,0,1,1.0,-0.5816058058270378
196346,Mental,COAXING-B.AVI,1.0,1,0,1.0,0.0
196346,Random,BILLIARD-A.AVI,0.631,0,0,1.0,-0.4604494164409239
196346,Random,DRIFTING-A.AVI,0.558,0,0,1.0,-0.583396316600826
196346,Mental,Fishing.AVI,2.145,1,0,1.0,0.7631395523799803
109830,Mental,Scaring.AVI,0.782,1,1,1.0,-0.24590053843682594
109830,Mental,SEDUCING-B.AVI,0.495,1,1,1.0,-0.7031975164134467
109830,Random,STAR-A.AVI,0.506,0,1,1.0,-0.6812186096946715
109830,Mental,SURPRISING-B.AVI,0.845,1,1,1.0,-0.16841865162496325
112516,Mental,Scaring.AVI,1.412,1,1,1.0,0.3450071390710503
112516,Mental,SEDUCING-B.AVI,0.909,1,1,1.0,-0.09541018480465818
112516,Random,STAR-A.AVI,0.642,0,1,1.0,-0.44316697529217586
112516,Mental,SURPRISING-B.AVI,0.79,1,1,1.0,-0.23572233352106983
112516,Random,TENNIS-A.AVI,1.484,0,1,1.0,0.3947411447451887
137431,Mental,Scaring.AVI,0.737,1,1,1.0,-0.3051673867928005
137431,Mental,SEDUCING-B.AVI,0.609,1,1,1.0,-0.49593701127224005
137431,Random,STAR-A.AVI,0.751,0,1,1.0,-0.28634962721800233
