subj_idx,stim,movie,rt,response,run,accuracy,logRT
209228,Random,BILLIARD-A.AVI,1.755,0,0,1.0,0.5624688569178291
209228,Random,DRIFTING-A.AVI,0.991,0,0,1.0,-0.00904074465214907
192237,Mental,Scaring.AVI,1.124,1,1,1.0,0.11689375147149943
192237,Mental,SEDUCING-B.AVI,0.625,1,1,1.0,-0.4700036292457356
192237,Random,STAR-A.AVI,0.542,0,1,1.0,-0.6124892775424908
192237,Mental,SURPRISING-B.AVI,0.709,1,1,1.0,-0.3438997524500096
192237,Random,TENNIS-A.AVI,0.99,0,1,1.0,-0.01005033585350145
580347,Mental,COAXING-B.AVI,1.004,1,0,1.0,0.003992021269537457
580347,Random,BILLIARD-A.AVI,1.373,0,0,1.0,0.316998126785834
580347,Random,DRIFTING-A.AVI,1.098,0,0,1.0,0.09349034308733897
580347,Mental,Fishing.AVI,1.017,1,0,1.0,0.016857117066422806
580347,Random,Random mechanical.AVI,1.012,0,0,1.0,0.011928570865273812
114116,Mental,COAXING-B.AVI,1.41,1,0,1.0,0.34358970439007686
114116,Random,BILLIARD-A.AVI,1.528,0,0,1.0,0.42395969074432877
114116,Random,DRIFTING-A.AVI,0.889,0,0,1.0,-0.11765804346823246
114116,Mental,Fishing.AVI,0.932,1,0,1.0,-0.07042246429654582
114116,Random,Random mechanical.AVI,0.582,0,0,1.0,-0.5412848312506993
124220,Mental,COAXING-B.AVI,2.069,1,0,1.0,0.7270653987634059
124220,Random,BILLIARD-A.AVI,0.781,0,0,1.0,-0.24718012914245105
124220,Random,DRIFTING-A.AVI,1.259,0,0,1.0,0.23031775506221003
124220,Mental,Fishing.AVI,0.784,1,0,1.0,-0.24334625863172918
124220,Random,Random mechanical.AVI,0.983,0,0,1.0,-0.017146158834970514
217429,Mental,COAXING-B.AVI,1.285,1,0,1.0,0.25075871834718305
217429,Random,BILLIARD-A.AVI,2.045,0,0,1.0,0.7153977894947651
217429,Random,DRIFTING-A.AVI,1.771,0,0,1.0,0.5715443588006964
217429,Mental,Fishing.AVI,0.985,1,0,1.0,-0.015113637810048184
217429,Random,Random mechanical.AVI,1.962,0,0,1.0,0.6739643611431714
130417,Mental,Scaring.AVI,0.563,1,1,1.0,-0.5744756508424468
130417,Mental,SEDUCING-B.AVI,0.599,1,1,1.0,-0.5124936808666878
130417,Random,STAR-A.AVI,0.806,0,1,1.0,-0.2156715364755087
130417,Mental,SURPRISING-B.AVI,0.878,1,1,1.0,-0.1301086853470204
130417,Random,TENNIS-A.AVI,0.995,0,1,1.0,-0.005012541823544286
385046,Mental,Scaring.AVI,1.024,1,1,1.0,0.023716526617316065
385046,Mental,SEDUCING-B.AVI,1.121,1,1,1.0,0.11422114409002286
385046,Random,STAR-A.AVI,0.756,0,1,1.0,-0.27971390280260405
385046,Mental,SURPRISING-B.AVI,0.874,1,1,1.0,-0.1346749033266016
385046,Random,TENNIS-A.AVI,1.466,0,1,1.0,0.38253760346445975
486759,Mental,COAXING-B.AVI,0.788,1,0,1.0,-0.2382571891242579
486759,Random,BILLIARD-A.AVI,1.236,0,0,1.0,0.211880359035499
486759,Random,DRIFTING-A.AVI,2.008,0,0,1.0,0.6971392018294827
486759,Mental,Fishing.AVI,0.693,1,0,1.0,-0.3667252797922339
486759,Random,Random mechanical.AVI,0.812,0,0,1.0,-0.20825493882045903
185341,Mental,Scaring.AVI,1.106,1,1,1.0,0.10074990310014315
185341,Mental,SEDUCING-B.AVI,0.911,1,1,1.0,-0.0932123817221787
185341,Random,STAR-A.AVI,0.832,1,1,0.0,-0.1839228381609285
185341,Mental,SURPRISING-B.AVI,0.808,1,1,1.0,-0.2131932204610416
185341,Random,TENNIS-A.AVI,1.128,0,1,1.0,0.12044615307586706
366042,Mental,COAXING-B.AVI,0.812,1,0,1.0,-0.20825493882045903
366042,Random,BILLIARD-A.AVI,0.536,0,0,1.0,-0.623621117911335
366042,Random,DRIFTING-A.AVI,0.538,0,0,1.0,-0.6198967188203526
366042,Mental,Fishing.AVI,1.679,1,0,1.0,0.5181983780954038
366042,Random,Random mechanical.AVI,1.026,0,0,1.0,0.025667746748577813
816653,Mental,SEDUCING-B.AVI,1.042,1,1,1.0,0.04114194333117521
816653,Random,STAR-A.AVI,0.784,0,1,1.0,-0.24334625863172918
816653,Mental,SURPRISING-B.AVI,1.027,1,1,1.0,0.026641930946421092
816653,Random,TENNIS-A.AVI,1.354,0,1,1.0,0.3030631744900833
210112,Mental,Scaring.AVI,0.605,1,1,1.0,-0.5025268209512956
210112,Mental,SEDUCING-B.AVI,0.676,1,1,1.0,-0.3915622029391729
210112,Random,STAR-A.AVI,1.02,0,1,1.0,0.01980262729617973
210112,Mental,SURPRISING-B.AVI,0.89,1,1,1.0,-0.11653381625595151
210112,Random,TENNIS-A.AVI,0.506,0,1,1.0,-0.6812186096946715
231928,Mental,COAXING-B.AVI,0.304,1,0,1.0,-1.1907275775759154
231928,Random,BILLIARD-A.AVI,1.179,0,0,1.0,0.16466662155523393
231928,Random,DRIFTING-A.AVI,0.794,0,0,1.0,-0.23067181773500128
231928,Mental,Fishing.AVI,0.888,1,0,1.0,-0.11878353598996698
231928,Random,Random mechanical.AVI,1.065,0,0,1.0,0.06297479916138839
825048,Mental,Scaring.AVI,0.688,1,1,1.0,-0.37396644104879345
825048,Mental,SEDUCING-B.AVI,0.861,1,1,1.0,-0.14966077455440627
825048,Random,STAR-A.AVI,0.675,0,1,1.0,-0.3930425881096072
825048,Mental,SURPRISING-B.AVI,0.717,1,1,1.0,-0.33267943838251673
825048,Random,TENNIS-A.AVI,0.994,0,1,1.0,-0.006018072325563021
901139,Mental,COAXING-B.AVI,1.18,1,0,1.0,0.16551443847757333
901139,Random,BILLIARD-A.AVI,0.745,0,0,1.0,-0.29437106060257756
901139,Random,DRIFTING-A.AVI,0.66,0,0,1.0,-0.4155154439616658
901139,Mental,Fishing.AVI,0.864,1,0,1.0,-0.14618251017808145
901139,Random,Random mechanical.AVI,1.474,0,0,1.0,0.38797979376714486
512835,Mental,COAXING-B.AVI,0.567,1,0,1.0,-0.5673959752543851
512835,Random,BILLIARD-A.AVI,0.534,0,0,1.0,-0.6273594400219421
512835,Random,DRIFTING-A.AVI,0.614,0,0,1.0,-0.4877603508349946
512835,Mental,Fishing.AVI,0.784,1,0,1.0,-0.24334625863172918
512835,Random,Random mechanical.AVI,1.542,0,0,1.0,0.4330802751411378
130114,Mental,COAXING-B.AVI,0.9,1,0,1.0,-0.10536051565782628
130114,Random,BILLIARD-A.AVI,0.99,0,0,1.0,-0.01005033585350145
130114,Random,DRIFTING-A.AVI,1.072,0,0,1.0,0.0695260626486103
130114,Mental,Fishing.AVI,0.971,1,0,1.0,-0.029428810690812168
130114,Random,Random mechanical.AVI,0.608,0,0,1.0,-0.49758039701597007
103818,Mental,COAXING-B.AVI,1.217,1,0,1.0,0.19638881400539018
103818,Random,BILLIARD-A.AVI,1.293,0,0,1.0,0.2569650997897204
103818,Random,DRIFTING-A.AVI,1.051,0,0,1.0,0.04974209189481401
103818,Mental,Fishing.AVI,1.171,1,0,1.0,0.15785808461558032
788876,Mental,COAXING-B.AVI,1.292,1,0,1.0,0.25619140536041013
788876,Random,BILLIARD-A.AVI,0.772,0,0,1.0,-0.25877072895736086
788876,Mental,Fishing.AVI,0.837,1,0,1.0,-0.17793120849266178
788876,Random,Random mechanical.AVI,0.641,0,0,1.0,-0.444725822061467
561242,Mental,COAXING-B.AVI,0.709,1,0,1.0,-0.3438997524500096
561242,Random,BILLIARD-A.AVI,0.531,0,0,1.0,-0.6329932577401982
561242,Random,DRIFTING-A.AVI,0.389,0,0,1.0,-0.9441759353636907
561242,Mental,Fishing.AVI,0.916,1,0,1.0,-0.08773891430800675
561242,Random,Random mechanical.AVI,0.542,0,0,1.0,-0.6124892775424908
155231,Mental,COAXING-B.AVI,0.802,1,0,1.0,-0.2206466711156225
155231,Random,BILLIARD-A.AVI,1.084,0,0,1.0,0.08065790301745454
155231,Random,DRIFTING-A.AVI,0.732,0,0,1.0,-0.3119747650208255
155231,Mental,Fishing.AVI,1.079,1,0,1.0,0.07603468627599758
155231,Random,Random mechanical.AVI,2.625,0,0,1.0,0.965080896043587
421226,Mental,COAXING-B.AVI,1.426,1,0,1.0,0.35487332199210414
421226,Random,DRIFTING-A.AVI,1.057,0,0,1.0,0.055434706888100524
421226,Mental,Fishing.AVI,0.89,1,0,1.0,-0.11653381625595151
194847,Mental,COAXING-B.AVI,0.921,1,0,1.0,-0.08229524272683016
194847,Random,BILLIARD-A.AVI,0.702,0,0,1.0,-0.353821874956326
194847,Random,DRIFTING-A.AVI,0.838,0,0,1.0,-0.17673717850005405
194847,Mental,Fishing.AVI,2.221,1,0,1.0,0.7979575449122904
194847,Random,Random mechanical.AVI,0.86,0,0,1.0,-0.15082288973458366
523032,Mental,Scaring.AVI,1.05,1,1,1.0,0.04879016416943205
523032,Mental,SEDUCING-B.AVI,0.732,1,1,1.0,-0.3119747650208255
523032,Random,STAR-A.AVI,0.59,0,1,1.0,-0.527632742082372
523032,Mental,SURPRISING-B.AVI,1.546,1,1,1.0,0.4356709501652302
523032,Random,TENNIS-A.AVI,1.417,0,1,1.0,0.34854196070854343
104820,Mental,COAXING-B.AVI,1.394,1,0,1.0,0.3321773123383321
104820,Random,DRIFTING-A.AVI,1.002,0,0,1.0,0.001998002662673058
104820,Mental,Fishing.AVI,1.333,1,0,1.0,0.28743204119657156
104820,Random,Random mechanical.AVI,1.109,0,0,1.0,0.10345870836822997
148636,Mental,COAXING-B.AVI,0.759,1,0,1.0,-0.27575350158650713
148636,Random,BILLIARD-A.AVI,0.845,0,0,1.0,-0.16841865162496325
148636,Random,DRIFTING-A.AVI,1.308,0,0,1.0,0.268499253035007
148636,Mental,Fishing.AVI,1.421,1,0,1.0,0.3513608491149636
148636,Random,Random mechanical.AVI,1.838,0,0,1.0,0.6086780239334953
469961,Mental,COAXING-B.AVI,1.046,1,0,1.0,0.044973365642731196
469961,Random,BILLIARD-A.AVI,1.659,0,0,1.0,0.5062150112083075
469961,Random,DRIFTING-A.AVI,0.79,0,0,1.0,-0.23572233352106983
469961,Mental,Fishing.AVI,1.89,1,0,1.0,0.636576829071551
469961,Random,Random mechanical.AVI,1.773,0,0,1.0,0.5726730270920708
102614,Mental,Scaring.AVI,0.838,1,1,1.0,-0.17673717850005405
102614,Mental,SEDUCING-B.AVI,0.502,1,1,1.0,-0.6891551592904078
102614,Random,STAR-A.AVI,0.558,0,1,1.0,-0.583396316600826
102614,Mental,SURPRISING-B.AVI,0.659,1,1,1.0,-0.41703174447962976
102614,Random,TENNIS-A.AVI,0.602,0,1,1.0,-0.507497833673316
102008,Mental,Scaring.AVI,0.549,1,1,1.0,-0.5996568374726063
102008,Mental,SEDUCING-B.AVI,0.563,1,1,1.0,-0.5744756508424468
102008,Random,STAR-A.AVI,0.619,0,1,1.0,-0.47965000629754095
102008,Random,TENNIS-A.AVI,1.083,0,1,1.0,0.07973496801885352
204218,Mental,COAXING-B.AVI,0.479,1,0,1.0,-0.7360546815712219
204218,Random,BILLIARD-A.AVI,0.422,0,0,1.0,-0.8627499649461253
204218,Random,DRIFTING-A.AVI,0.423,0,0,1.0,-0.8603830999358592
204218,Mental,Fishing.AVI,0.606,0,0,0.0,-0.5008752929128226
204218,Random,Random mechanical.AVI,0.752,0,0,1.0,-0.28501895503229724
833249,Mental,Scaring.AVI,0.762,1,1,1.0,-0.2718087232954908
833249,Mental,SEDUCING-B.AVI,0.793,1,1,1.0,-0.23193205734728903
833249,Mental,SURPRISING-B.AVI,0.904,1,1,1.0,-0.10092591858996053
833249,Random,TENNIS-A.AVI,0.692,0,1,1.0,-0.36816932336446756
159441,Mental,COAXING-B.AVI,0.997,1,0,1.0,-0.0030045090202987243
159441,Random,BILLIARD-A.AVI,2.372,0,0,1.0,0.863733481135479
159441,Random,DRIFTING-A.AVI,0.81,0,0,1.0,-0.21072103131565253
159441,Mental,Fishing.AVI,1.175,1,0,1.0,0.16126814759612232
159441,Random,Random mechanical.AVI,1.241,0,0,1.0,0.21591750622247025
789373,Mental,COAXING-B.AVI,1.142,1,0,1.0,0.1327811112338184
789373,Random,BILLIARD-A.AVI,2.375,0,0,1.0,0.8649974374866045
789373,Random,DRIFTING-A.AVI,1.453,0,0,1.0,0.3736303845881459
789373,Mental,Fishing.AVI,0.869,1,0,1.0,-0.140412153716745
789373,Random,Random mechanical.AVI,1.109,0,0,1.0,0.10345870836822997
211316,Mental,Scaring.AVI,1.515,1,1,1.0,0.4154154389613324
211316,Mental,SEDUCING-B.AVI,0.86,1,1,1.0,-0.15082288973458366
211316,Random,STAR-A.AVI,1.225,0,1,1.0,0.20294084399669038
211316,Mental,SURPRISING-B.AVI,1.448,1,1,1.0,0.3701832939635246
211316,Random,TENNIS-A.AVI,1.238,1,1,0.0,0.21349717426240436
139839,Mental,Scaring.AVI,0.599,1,1,1.0,-0.5124936808666878
139839,Mental,SEDUCING-B.AVI,0.668,1,1,1.0,-0.40346710544549125
139839,Random,STAR-A.AVI,0.302,0,1,1.0,-1.1973282616072674
139839,Mental,SURPRISING-B.AVI,0.464,1,1,1.0,-0.7678707267558817
139839,Random,TENNIS-A.AVI,0.778,0,1,1.0,-0.2510287548037454
774663,Mental,COAXING-B.AVI,1.633,1,0,1.0,0.49041881398832804
774663,Random,BILLIARD-A.AVI,0.765,0,0,1.0,-0.2678794451556012
774663,Random,DRIFTING-A.AVI,0.843,0,0,1.0,-0.17078832098028163
774663,Mental,Fishing.AVI,0.943,1,0,1.0,-0.05868899634867961
774663,Random,Random mechanical.AVI,1.106,0,0,1.0,0.10074990310014315
134223,Mental,Scaring.AVI,0.969,1,1,1.0,-0.03149066709137085
134223,Mental,SEDUCING-B.AVI,1.409,1,1,1.0,0.3428802329165432
134223,Random,STAR-A.AVI,1.053,0,1,1.0,0.051643233151838386
134223,Mental,SURPRISING-B.AVI,1.291,1,1,1.0,0.2554171118645054
134223,Random,TENNIS-A.AVI,1.285,0,1,1.0,0.25075871834718305
657659,Mental,Scaring.AVI,0.731,1,1,1.0,-0.3133418192323586
657659,Mental,SEDUCING-B.AVI,0.538,1,1,1.0,-0.6198967188203526
657659,Random,STAR-A.AVI,0.39,0,1,1.0,-0.941608539858445
657659,Mental,SURPRISING-B.AVI,0.868,1,1,1.0,-0.14156356432178688
657659,Random,TENNIS-A.AVI,0.978,0,1,1.0,-0.022245608947319737
207123,Mental,COAXING-B.AVI,1.796,1,0,1.0,0.5855619698800079
207123,Random,BILLIARD-A.AVI,1.712,0,0,1.0,0.5376622777195503
207123,Random,DRIFTING-A.AVI,1.025,0,0,1.0,0.024692612590371414
207123,Mental,Fishing.AVI,1.453,1,0,1.0,0.3736303845881459
207123,Random,Random mechanical.AVI,1.318,0,0,1.0,0.2761154360803155
951457,Mental,Scaring.AVI,0.828,0,1,0.0,-0.18874212459687742
951457,Mental,SEDUCING-B.AVI,0.885,1,1,1.0,-0.12216763397420753
951457,Random,STAR-A.AVI,0.661,0,1,1.0,-0.41400143913045073
951457,Mental,SURPRISING-B.AVI,0.958,1,1,1.0,-0.04290750101127655
951457,Random,TENNIS-A.AVI,0.82,0,1,1.0,-0.19845093872383832
165941,Mental,Scaring.AVI,0.563,1,1,1.0,-0.5744756508424468
165941,Mental,SEDUCING-B.AVI,0.431,1,1,1.0,-0.8416471888783893
165941,Random,STAR-A.AVI,1.122,0,1,1.0,0.11511280710050467
165941,Mental,SURPRISING-B.AVI,0.584,1,1,1.0,-0.53785429615391
143325,Mental,Scaring.AVI,1.036,1,1,1.0,0.035367143837291344
143325,Mental,SEDUCING-B.AVI,0.859,1,1,1.0,-0.1519863569978817
143325,Random,STAR-A.AVI,1.467,0,1,1.0,0.38321949916084475
143325,Mental,SURPRISING-B.AVI,1.171,1,1,1.0,0.15785808461558032
330324,Mental,COAXING-B.AVI,1.112,1,0,1.0,0.10616019582839072
330324,Random,BILLIARD-A.AVI,0.787,0,0,1.0,-0.2395270305647338
330324,Random,DRIFTING-A.AVI,0.698,0,0,1.0,-0.35953617621976464
330324,Mental,Fishing.AVI,0.7,1,0,1.0,-0.35667494393873245
330324,Random,Random mechanical.AVI,0.652,0,0,1.0,-0.4277107170554841
208125,Mental,Scaring.AVI,0.597,1,1,1.0,-0.515838165589535
208125,Mental,SEDUCING-B.AVI,0.73,1,1,1.0,-0.31471074483970024
208125,Random,STAR-A.AVI,0.476,0,1,1.0,-0.7423374247507171
208125,Mental,SURPRISING-B.AVI,0.731,1,1,1.0,-0.3133418192323586
208125,Random,TENNIS-A.AVI,1.363,0,1,1.0,0.30968815271439554
180129,Mental,Scaring.AVI,2.371,1,1,1.0,0.8633118070832684
180129,Mental,SEDUCING-B.AVI,0.7,1,1,1.0,-0.35667494393873245
180129,Mental,SURPRISING-B.AVI,0.78,1,1,1.0,-0.2484613592984996
202113,Mental,COAXING-B.AVI,1.411,1,0,1.0,0.34429867287067695
202113,Random,BILLIARD-A.AVI,1.483,0,0,1.0,0.3940670631557951
202113,Random,DRIFTING-A.AVI,0.65,0,0,1.0,-0.4307829160924542
202113,Mental,Fishing.AVI,1.019,0,0,0.0,0.018821754240587667
202113,Random,Random mechanical.AVI,1.745,0,0,1.0,0.5567545556543906
180735,Mental,Scaring.AVI,1.112,1,1,1.0,0.10616019582839072
180735,Mental,SEDUCING-B.AVI,2.03,1,1,1.0,0.7080357930536959
180735,Mental,SURPRISING-B.AVI,1.591,1,1,1.0,0.4643627493556498
180735,Random,TENNIS-A.AVI,2.211,0,1,1.0,0.7934449018753091
529549,Mental,Scaring.AVI,0.63,1,1,1.0,-0.4620354595965587
529549,Mental,SEDUCING-B.AVI,0.675,1,1,1.0,-0.3930425881096072
529549,Random,STAR-A.AVI,0.508,0,1,1.0,-0.6772738314036552
529549,Mental,SURPRISING-B.AVI,0.621,1,1,1.0,-0.4764241970486583
529549,Random,TENNIS-A.AVI,0.579,0,1,1.0,-0.5464528014091419
223929,Mental,Scaring.AVI,1.084,1,1,1.0,0.08065790301745454
223929,Mental,SEDUCING-B.AVI,0.784,1,1,1.0,-0.24334625863172918
223929,Random,STAR-A.AVI,2.69,0,1,1.0,0.9895411936137477
223929,Mental,SURPRISING-B.AVI,0.932,1,1,1.0,-0.07042246429654582
223929,Random,TENNIS-A.AVI,1.945,0,1,1.0,0.6652619770704097
145632,Mental,Scaring.AVI,0.824,1,1,1.0,-0.1935847490726654
145632,Mental,SEDUCING-B.AVI,0.723,1,1,1.0,-0.3243460568233724
145632,Random,STAR-A.AVI,1.03,0,1,1.0,0.02955880224154443
145632,Mental,SURPRISING-B.AVI,0.968,1,1,1.0,-0.03252319170556006
145632,Random,TENNIS-A.AVI,1.577,0,1,1.0,0.4555243079809013
786569,Mental,Scaring.AVI,0.599,1,1,1.0,-0.5124936808666878
786569,Mental,SEDUCING-B.AVI,0.482,1,1,1.0,-0.7298111649315367
786569,Random,STAR-A.AVI,0.445,0,1,1.0,-0.8096809968158968
786569,Mental,SURPRISING-B.AVI,0.609,1,1,1.0,-0.49593701127224005
786569,Random,TENNIS-A.AVI,0.59,0,1,1.0,-0.527632742082372
664757,Mental,COAXING-B.AVI,0.893,1,0,1.0,-0.11316869810563798
664757,Random,BILLIARD-A.AVI,1.377,0,0,1.0,0.3199072197465178
664757,Random,DRIFTING-A.AVI,0.88,0,0,1.0,-0.12783337150988489
664757,Mental,Fishing.AVI,2.066,0,0,0.0,0.7256143706974467
664757,Random,Random mechanical.AVI,0.873,0,0,1.0,-0.13581972314253485
148335,Mental,SEDUCING-B.AVI,0.805,1,1,1.0,-0.21691300156357363
148335,Mental,SURPRISING-B.AVI,0.643,1,1,1.0,-0.44161055474451766
148335,Random,TENNIS-A.AVI,0.706,0,1,1.0,-0.34814004148889505
555954,Mental,Scaring.AVI,0.926,1,1,1.0,-0.07688104433595762
555954,Mental,SEDUCING-B.AVI,0.725,1,1,1.0,-0.32158362412746233
555954,Random,STAR-A.AVI,0.478,0,1,1.0,-0.7381445464906811
555954,Mental,SURPRISING-B.AVI,0.7,1,1,1.0,-0.35667494393873245
555954,Random,TENNIS-A.AVI,0.625,0,1,1.0,-0.4700036292457356
119025,Mental,Scaring.AVI,0.689,1,1,1.0,-0.37251400796847856
119025,Mental,SEDUCING-B.AVI,0.548,1,1,1.0,-0.6014799920341214
119025,Random,STAR-A.AVI,1.645,0,1,1.0,0.49774038421733524
119025,Mental,SURPRISING-B.AVI,1.321,1,1,1.0,0.27838902554018824
119025,Random,TENNIS-A.AVI,1.023,0,1,1.0,0.02273948696948934
159138,Mental,COAXING-B.AVI,1.284,1,0,1.0,0.24998020526776946
159138,Random,BILLIARD-A.AVI,1.094,0,0,1.0,0.08984070399978954
159138,Random,DRIFTING-A.AVI,2.841,0,0,1.0,1.044156102872051
159138,Mental,Fishing.AVI,1.088,1,0,1.0,0.08434114843375096
159138,Random,Random mechanical.AVI,1.269,0,0,1.0,0.23822918873225055
268749,Mental,Scaring.AVI,0.883,1,1,1.0,-0.12443007837817703
268749,Mental,SEDUCING-B.AVI,0.755,1,1,1.0,-0.28103752973311236
268749,Random,STAR-A.AVI,1.062,0,1,1.0,0.060153922819747144
268749,Mental,SURPRISING-B.AVI,0.801,1,1,1.0,-0.22189433191377778
268749,Random,TENNIS-A.AVI,1.564,0,1,1.0,0.4472466421231194
162329,Mental,COAXING-B.AVI,0.819,1,0,1.0,-0.1996711951290677
162329,Random,BILLIARD-A.AVI,0.73,0,0,1.0,-0.31471074483970024
162329,Random,DRIFTING-A.AVI,0.517,0,0,1.0,-0.6597124044737079
162329,Random,Random mechanical.AVI,0.827,0,0,1.0,-0.1899505839584458
171633,Mental,COAXING-B.AVI,1.178,1,0,1.0,0.16381808522939492
171633,Random,BILLIARD-A.AVI,0.879,0,0,1.0,-0.12897038129696006
171633,Random,DRIFTING-A.AVI,0.788,0,0,1.0,-0.2382571891242579
171633,Mental,Fishing.AVI,0.724,1,0,1.0,-0.3229638865964207
171633,Random,Random mechanical.AVI,0.596,0,0,1.0,-0.5175146119167874
133625,Mental,COAXING-B.AVI,1.415,1,0,1.0,0.34712953109520095
133625,Random,BILLIARD-A.AVI,0.688,0,0,1.0,-0.37396644104879345
133625,Random,DRIFTING-A.AVI,0.765,0,0,1.0,-0.2678794451556012
133625,Mental,Fishing.AVI,1.522,1,0,1.0,0.4200252594394941
757764,Mental,COAXING-B.AVI,1.023,1,0,1.0,0.02273948696948934
757764,Random,BILLIARD-A.AVI,0.938,0,0,1.0,-0.06400532997591243
757764,Random,DRIFTING-A.AVI,1.756,0,0,1.0,0.5630384952129249
757764,Mental,Fishing.AVI,1.107,1,0,1.0,0.10165365372649982
757764,Random,Random mechanical.AVI,1.018,0,0,1.0,0.017839918128331016
117324,Mental,Scaring.AVI,0.704,1,1,1.0,-0.3509769228240947
117324,Mental,SEDUCING-B.AVI,0.705,1,1,1.0,-0.34955747616986843
117324,Random,STAR-A.AVI,0.843,0,1,1.0,-0.17078832098028163
117324,Mental,SURPRISING-B.AVI,0.712,1,1,1.0,-0.3396773675701613
117324,Random,TENNIS-A.AVI,1.125,0,1,1.0,0.11778303565638346
117930,Mental,COAXING-B.AVI,1.242,1,0,1.0,0.21672298351128702
117930,Random,BILLIARD-A.AVI,1.239,0,0,1.0,0.2143046026470055
117930,Random,DRIFTING-A.AVI,1.012,0,0,1.0,0.011928570865273812
117930,Mental,Fishing.AVI,0.952,1,0,1.0,-0.04919024419077178
117930,Random,Random mechanical.AVI,0.967,0,0,1.0,-0.033556783528842754
725751,Mental,Scaring.AVI,0.372,1,1,1.0,-0.9888614247089905
725751,Mental,SEDUCING-B.AVI,0.616,1,1,1.0,-0.4845083154486173
725751,Random,STAR-A.AVI,0.568,0,1,1.0,-0.5656338602609858
725751,Mental,SURPRISING-B.AVI,0.699,1,1,1.0,-0.3581045367483269
725751,Random,TENNIS-A.AVI,1.295,0,1,1.0,0.258510695151501
151324,Mental,COAXING-B.AVI,1.115,1,0,1.0,0.10885440491208208
151324,Random,BILLIARD-A.AVI,0.674,0,0,1.0,-0.39452516806982996
151324,Random,DRIFTING-A.AVI,0.512,0,0,1.0,-0.6694306539426292
151324,Mental,Fishing.AVI,2.88,0,0,0.0,1.0577902941478545
151324,Random,Random mechanical.AVI,0.747,0,0,1.0,-0.29169009384931976
209935,Mental,COAXING-B.AVI,1.061,1,0,1.0,0.05921185963184603
209935,Random,BILLIARD-A.AVI,0.918,0,0,1.0,-0.08555788836164654
209935,Random,DRIFTING-A.AVI,0.552,0,0,1.0,-0.5942072327050416
209935,Random,Random mechanical.AVI,1.892,0,0,1.0,0.6376344706296865
210011,Mental,COAXING-B.AVI,1.774,1,0,1.0,0.5732368838873878
210011,Random,BILLIARD-A.AVI,2.694,0,0,1.0,0.9910270779881722
210011,Random,DRIFTING-A.AVI,1.682,0,0,1.0,0.5199835615507563
210011,Mental,Fishing.AVI,1.82,1,0,1.0,0.598836501088704
210011,Random,Random mechanical.AVI,1.241,0,0,1.0,0.21591750622247025
137633,Mental,Scaring.AVI,1.109,1,1,1.0,0.10345870836822997
137633,Mental,SEDUCING-B.AVI,0.676,1,1,1.0,-0.3915622029391729
137633,Random,STAR-A.AVI,1.363,0,1,1.0,0.30968815271439554
137633,Mental,SURPRISING-B.AVI,1.376,1,1,1.0,0.31918073951115183
137633,Random,TENNIS-A.AVI,1.462,0,1,1.0,0.37980536132758674
257946,Mental,Scaring.AVI,2.067,1,1,1.0,0.7260982806996313
257946,Mental,SEDUCING-B.AVI,0.334,1,1,1.0,-1.0966142860054366
257946,Random,STAR-A.AVI,0.281,1,1,0.0,-1.2694006096483912
257946,Mental,SURPRISING-B.AVI,0.491,1,1,1.0,-0.7113111511876165
257946,Random,TENNIS-A.AVI,0.502,0,1,1.0,-0.6891551592904078
140420,Mental,COAXING-B.AVI,1.319,1,0,1.0,0.2768738737351775
140420,Random,BILLIARD-A.AVI,1.686,0,0,1.0,0.5223588595796637
140420,Random,DRIFTING-A.AVI,0.756,0,0,1.0,-0.27971390280260405
140420,Random,Random mechanical.AVI,0.606,0,0,1.0,-0.5008752929128226
135124,Mental,COAXING-B.AVI,0.677,1,0,1.0,-0.390084006069862
135124,Random,BILLIARD-A.AVI,0.968,0,0,1.0,-0.03252319170556006
135124,Random,DRIFTING-A.AVI,0.61,0,0,1.0,-0.4942963218147801
135124,Mental,Fishing.AVI,1.251,1,0,1.0,0.223943231484774
135124,Random,Random mechanical.AVI,0.753,0,0,1.0,-0.2836900511822435
196144,Mental,COAXING-B.AVI,2.479,1,0,1.0,0.9078552530530535
196144,Random,BILLIARD-A.AVI,1.483,0,0,1.0,0.3940670631557951
196144,Random,DRIFTING-A.AVI,0.976,0,0,1.0,-0.024292692569044587
196144,Random,Random mechanical.AVI,1.468,0,0,1.0,0.3839009301923238
151627,Mental,Scaring.AVI,0.533,1,1,1.0,-0.6292338548162925
151627,Mental,SEDUCING-B.AVI,0.565,1,1,1.0,-0.5709295478356962
151627,Random,STAR-A.AVI,0.385,0,1,1.0,-0.9545119446943529
151627,Mental,SURPRISING-B.AVI,0.551,1,1,1.0,-0.5960204698292225
151627,Random,TENNIS-A.AVI,0.996,0,1,1.0,-0.004008021397538822
206727,Mental,COAXING-B.AVI,1.445,1,0,1.0,0.3681093215643955
206727,Random,BILLIARD-A.AVI,1.418,0,0,1.0,0.3492474281099357
206727,Random,DRIFTING-A.AVI,0.767,0,0,1.0,-0.26526847761488087
206727,Mental,Fishing.AVI,1.235,1,0,1.0,0.2110709700799406
206727,Random,Random mechanical.AVI,0.86,0,0,1.0,-0.15082288973458366
588565,Mental,Scaring.AVI,0.746,1,1,1.0,-0.2930296787783762
588565,Mental,SEDUCING-B.AVI,0.655,1,1,1.0,-0.4231200433468851
