subj_idx,stim,movie,rt,response
737960,Random,TENNIS-A.AVI,1.877,1
138130,Mental,COAXING-B.AVI,1.359,1
138130,Random,BILLIARD-A.AVI,1.379,0
138130,Random,DRIFTING-A.AVI,0.99,0
138130,Mental,Fishing.AVI,1.01,1
138130,Random,Random mechanical.AVI,0.663,0
210617,Mental,Scaring.AVI,0.6,1
210617,Mental,SEDUCING-B.AVI,0.662,1
210617,Random,STAR-A.AVI,0.452,0
210617,Mental,SURPRISING-B.AVI,0.548,1
210617,Random,TENNIS-A.AVI,0.754,1
255639,Mental,Scaring.AVI,0.65,1
255639,Mental,SEDUCING-B.AVI,0.575,1
255639,Random,STAR-A.AVI,1.678,0
255639,Mental,SURPRISING-B.AVI,0.673,1
255639,Random,TENNIS-A.AVI,0.643,0
192843,Mental,COAXING-B.AVI,1.854,1
192843,Random,BILLIARD-A.AVI,1.043,0
192843,Random,DRIFTING-A.AVI,0.992,0
192843,Mental,Fishing.AVI,1.313,1
192843,Random,Random mechanical.AVI,2.065,1
675661,Mental,COAXING-B.AVI,1.411,1
675661,Random,BILLIARD-A.AVI,0.769,0
675661,Random,DRIFTING-A.AVI,0.828,0
675661,Mental,Fishing.AVI,0.742,1
675661,Random,Random mechanical.AVI,0.779,0
129634,Mental,COAXING-B.AVI,2.186,1
129634,Random,DRIFTING-A.AVI,0.7,0
129634,Mental,Fishing.AVI,2.106,1
129634,Random,Random mechanical.AVI,1.388,0
129028,Mental,COAXING-B.AVI,1.605,1
129028,Random,BILLIARD-A.AVI,1.586,0
129028,Random,DRIFTING-A.AVI,1.328,9
129028,Mental,Fishing.AVI,0.945,1
129028,Random,Random mechanical.AVI,2.418,9
153429,Mental,COAXING-B.AVI,2.051,0
153429,Random,BILLIARD-A.AVI,0.807,0
153429,Random,DRIFTING-A.AVI,0.456,0
153429,Mental,Fishing.AVI,1.613,1
153429,Random,Random mechanical.AVI,1.098,0
144125,Mental,Scaring.AVI,1.925,0
144125,Mental,SEDUCING-B.AVI,1.802,1
144125,Random,STAR-A.AVI,0.526,0
144125,Mental,SURPRISING-B.AVI,0.977,1
144125,Random,TENNIS-A.AVI,1.66,0
162026,Mental,COAXING-B.AVI,0.356,1
162026,Random,BILLIARD-A.AVI,1.128,0
162026,Random,DRIFTING-A.AVI,0.596,0
162026,Mental,Fishing.AVI,0.812,1
162026,Random,Random mechanical.AVI,1.332,0
329440,Mental,COAXING-B.AVI,2.007,1
329440,Random,BILLIARD-A.AVI,2.354,0
329440,Random,DRIFTING-A.AVI,1.628,0
329440,Random,Random mechanical.AVI,1.177,9
459453,Mental,COAXING-B.AVI,0.683,1
459453,Random,BILLIARD-A.AVI,2.693,0
459453,Random,DRIFTING-A.AVI,1.062,0
459453,Mental,Fishing.AVI,1.01,1
459453,Random,Random mechanical.AVI,1.441,9
185846,Mental,COAXING-B.AVI,2.132,1
185846,Random,BILLIARD-A.AVI,2.531,9
185846,Mental,Fishing.AVI,0.977,9
185846,Random,Random mechanical.AVI,0.65,9
570243,Mental,COAXING-B.AVI,0.722,1
570243,Random,BILLIARD-A.AVI,2.021,0
570243,Random,DRIFTING-A.AVI,0.698,0
570243,Mental,Fishing.AVI,1.482,1
570243,Random,Random mechanical.AVI,0.688,0
351938,Mental,Scaring.AVI,1.114,1
351938,Mental,SEDUCING-B.AVI,1.295,1
351938,Random,STAR-A.AVI,0.97,9
351938,Mental,SURPRISING-B.AVI,0.887,1
351938,Random,TENNIS-A.AVI,0.903,0
568963,Mental,COAXING-B.AVI,0.729,1
568963,Random,BILLIARD-A.AVI,0.984,0
568963,Random,DRIFTING-A.AVI,0.552,0
568963,Mental,Fishing.AVI,0.935,1
568963,Random,Random mechanical.AVI,0.81,0
163836,Mental,Scaring.AVI,1.251,1
163836,Mental,SEDUCING-B.AVI,0.685,1
163836,Random,STAR-A.AVI,0.709,0
163836,Mental,SURPRISING-B.AVI,0.958,1
163836,Random,TENNIS-A.AVI,0.934,9
116726,Mental,COAXING-B.AVI,0.668,1
116726,Random,BILLIARD-A.AVI,1.914,0
116726,Random,DRIFTING-A.AVI,1.23,0
116726,Mental,Fishing.AVI,0.455,1
116726,Random,Random mechanical.AVI,2.57,1
683256,Mental,COAXING-B.AVI,1.056,1
683256,Random,BILLIARD-A.AVI,1.529,0
683256,Random,DRIFTING-A.AVI,1.51,0
683256,Mental,Fishing.AVI,1.321,0
683256,Random,Random mechanical.AVI,2.368,0
965367,Mental,Scaring.AVI,0.645,1
965367,Mental,SEDUCING-B.AVI,0.374,1
965367,Random,STAR-A.AVI,0.43,0
965367,Mental,SURPRISING-B.AVI,0.421,1
965367,Random,TENNIS-A.AVI,0.581,0
919966,Mental,Scaring.AVI,1.042,1
919966,Mental,SEDUCING-B.AVI,1.891,1
919966,Random,STAR-A.AVI,1.171,0
919966,Mental,SURPRISING-B.AVI,0.797,1
919966,Random,TENNIS-A.AVI,1.546,0
150726,Mental,Scaring.AVI,1.02,1
150726,Mental,SEDUCING-B.AVI,0.818,1
150726,Random,STAR-A.AVI,0.758,0
150726,Mental,SURPRISING-B.AVI,0.797,1
150726,Random,TENNIS-A.AVI,0.949,0
125222,Mental,Scaring.AVI,0.684,1
125222,Mental,SEDUCING-B.AVI,0.609,1
125222,Random,STAR-A.AVI,0.833,9
125222,Mental,SURPRISING-B.AVI,1.074,1
125222,Random,TENNIS-A.AVI,0.639,1
150625,Mental,COAXING-B.AVI,1.034,1
150625,Random,BILLIARD-A.AVI,1.891,0
150625,Random,DRIFTING-A.AVI,1.95,0
150625,Mental,Fishing.AVI,1.094,1
150625,Random,Random mechanical.AVI,2.918,0
214423,Mental,Scaring.AVI,1.276,1
214423,Mental,SEDUCING-B.AVI,0.775,1
214423,Random,STAR-A.AVI,1.169,0
214423,Mental,SURPRISING-B.AVI,0.916,1
214423,Random,TENNIS-A.AVI,1.723,0
413934,Mental,Scaring.AVI,1.033,1
413934,Mental,SEDUCING-B.AVI,0.833,1
413934,Random,STAR-A.AVI,1.701,0
413934,Mental,SURPRISING-B.AVI,0.85,1
413934,Random,TENNIS-A.AVI,1.963,0
679568,Mental,COAXING-B.AVI,1.3,1
679568,Random,BILLIARD-A.AVI,1.012,0
679568,Random,DRIFTING-A.AVI,0.665,0
679568,Mental,Fishing.AVI,1.275,1
679568,Random,Random mechanical.AVI,1.136,9
553344,Mental,COAXING-B.AVI,1.066,1
553344,Random,BILLIARD-A.AVI,1.035,0
553344,Random,DRIFTING-A.AVI,0.984,0
553344,Mental,Fishing.AVI,0.822,1
553344,Random,Random mechanical.AVI,0.88,0
589567,Mental,COAXING-B.AVI,2.187,1
589567,Random,BILLIARD-A.AVI,2.777,0
219231,Mental,COAXING-B.AVI,1.943,1
219231,Random,BILLIARD-A.AVI,1.39,0
219231,Random,DRIFTING-A.AVI,1.175,0
219231,Mental,Fishing.AVI,0.925,1
219231,Random,Random mechanical.AVI,2.855,9
168341,Mental,COAXING-B.AVI,1.029,1
168341,Random,BILLIARD-A.AVI,1.581,0
168341,Random,DRIFTING-A.AVI,2.317,0
168341,Mental,Fishing.AVI,1.036,1
168341,Random,Random mechanical.AVI,1.758,0
134425,Mental,COAXING-B.AVI,1.14,1
134425,Random,BILLIARD-A.AVI,0.958,0
134425,Random,DRIFTING-A.AVI,0.722,0
134425,Mental,Fishing.AVI,0.783,1
134425,Random,Random mechanical.AVI,1.192,0
397154,Mental,COAXING-B.AVI,0.838,1
397154,Random,BILLIARD-A.AVI,0.725,0
397154,Random,DRIFTING-A.AVI,0.923,0
397154,Mental,Fishing.AVI,0.857,1
397154,Random,Random mechanical.AVI,0.98,0
115017,Mental,COAXING-B.AVI,1.609,1
115017,Random,DRIFTING-A.AVI,1.765,0
115017,Mental,Fishing.AVI,0.991,1
115017,Random,Random mechanical.AVI,0.859,0
120212,Mental,Scaring.AVI,0.698,1
120212,Mental,SEDUCING-B.AVI,1.058,1
120212,Random,STAR-A.AVI,0.627,0
120212,Mental,SURPRISING-B.AVI,0.792,1
120212,Random,TENNIS-A.AVI,0.658,0
571144,Mental,Scaring.AVI,1.006,1
571144,Mental,SEDUCING-B.AVI,0.951,1
571144,Random,STAR-A.AVI,1.03,0
571144,Mental,SURPRISING-B.AVI,1.094,1
571144,Random,TENNIS-A.AVI,1.101,0
406432,Mental,Scaring.AVI,0.559,1
406432,Mental,SEDUCING-B.AVI,1.299,1
406432,Random,STAR-A.AVI,1.061,0
406432,Mental,SURPRISING-B.AVI,1.01,1
406432,Random,TENNIS-A.AVI,1.716,1
123420,Mental,COAXING-B.AVI,1.02,1
123420,Random,BILLIARD-A.AVI,0.62,0
123420,Random,DRIFTING-A.AVI,0.934,0
123420,Mental,Fishing.AVI,0.92,1
123420,Random,Random mechanical.AVI,0.492,0
579665,Mental,Scaring.AVI,0.764,1
579665,Mental,SEDUCING-B.AVI,0.667,1
579665,Random,STAR-A.AVI,1.261,0
579665,Mental,SURPRISING-B.AVI,0.903,1
579665,Random,TENNIS-A.AVI,1.027,0
932554,Mental,COAXING-B.AVI,1.64,1
932554,Random,BILLIARD-A.AVI,1.857,0
932554,Random,DRIFTING-A.AVI,1.944,0
932554,Mental,Fishing.AVI,1.479,1
932554,Random,Random mechanical.AVI,0.809,9
342129,Mental,Scaring.AVI,0.582,1
342129,Mental,SEDUCING-B.AVI,0.572,1
342129,Random,STAR-A.AVI,0.612,0
342129,Mental,SURPRISING-B.AVI,0.727,1
342129,Random,TENNIS-A.AVI,1.129,9
559053,Mental,Scaring.AVI,1.075,1
559053,Mental,SEDUCING-B.AVI,0.931,1
559053,Random,STAR-A.AVI,1.115,0
559053,Mental,SURPRISING-B.AVI,1.282,1
559053,Random,TENNIS-A.AVI,0.757,9
397861,Mental,Scaring.AVI,0.659,1
397861,Mental,SEDUCING-B.AVI,0.67,1
397861,Random,STAR-A.AVI,0.838,0
397861,Mental,SURPRISING-B.AVI,1.05,1
397861,Random,TENNIS-A.AVI,0.974,0
561444,Mental,Scaring.AVI,1.346,1
561444,Mental,SEDUCING-B.AVI,0.612,1
561444,Random,STAR-A.AVI,1.483,0
561444,Mental,SURPRISING-B.AVI,0.678,1
561444,Random,TENNIS-A.AVI,1.421,0
845458,Mental,Scaring.AVI,0.623,1
845458,Mental,SEDUCING-B.AVI,0.569,1
845458,Random,STAR-A.AVI,0.349,0
845458,Mental,SURPRISING-B.AVI,0.727,1
845458,Random,TENNIS-A.AVI,0.434,0
565452,Mental,COAXING-B.AVI,1.443,1
565452,Random,BILLIARD-A.AVI,1.35,0
565452,Random,DRIFTING-A.AVI,0.852,0
565452,Mental,Fishing.AVI,0.637,9
565452,Random,Random mechanical.AVI,0.735,0
206929,Mental,COAXING-B.AVI,1.848,1
206929,Random,BILLIARD-A.AVI,1.661,0
206929,Random,DRIFTING-A.AVI,1.088,0
206929,Mental,Fishing.AVI,2.273,1
206929,Random,Random mechanical.AVI,1.355,0
654350,Mental,Scaring.AVI,0.542,1
654350,Mental,SEDUCING-B.AVI,0.751,1
654350,Random,STAR-A.AVI,0.392,0
654350,Mental,SURPRISING-B.AVI,0.71,1
654350,Random,TENNIS-A.AVI,1.101,0
770352,Mental,COAXING-B.AVI,1.187,1
770352,Random,BILLIARD-A.AVI,1.518,0
770352,Random,DRIFTING-A.AVI,0.795,0
770352,Mental,Fishing.AVI,1.592,1
770352,Random,Random mechanical.AVI,0.824,0
151829,Mental,Scaring.AVI,0.875,1
151829,Mental,SEDUCING-B.AVI,0.718,1
151829,Random,STAR-A.AVI,0.595,9
151829,Mental,SURPRISING-B.AVI,1.048,1
151829,Random,TENNIS-A.AVI,0.734,9
792867,Mental,COAXING-B.AVI,1.197,1
792867,Random,BILLIARD-A.AVI,2.649,0
792867,Random,DRIFTING-A.AVI,0.667,0
792867,Mental,Fishing.AVI,0.886,1
792867,Random,Random mechanical.AVI,0.766,1
355239,Mental,COAXING-B.AVI,1.225,1
355239,Random,BILLIARD-A.AVI,1.674,0
355239,Random,DRIFTING-A.AVI,1.449,0
355239,Mental,Fishing.AVI,1.421,1
355239,Random,Random mechanical.AVI,1.657,0
810843,Mental,COAXING-B.AVI,2.024,1
810843,Random,BILLIARD-A.AVI,1.507,0
810843,Mental,Fishing.AVI,1.188,1
810843,Random,Random mechanical.AVI,1.808,1
436239,Mental,Scaring.AVI,0.954,1
436239,Mental,SEDUCING-B.AVI,0.885,1
436239,Random,STAR-A.AVI,0.506,0
436239,Mental,SURPRISING-B.AVI,0.766,1
436239,Random,TENNIS-A.AVI,1.12,0
164939,Mental,Scaring.AVI,1.047,1
164939,Mental,SEDUCING-B.AVI,0.584,1
164939,Random,STAR-A.AVI,0.616,9
164939,Mental,SURPRISING-B.AVI,0.57,1
164939,Random,TENNIS-A.AVI,0.827,0
158540,Mental,COAXING-B.AVI,0.886,1
158540,Random,BILLIARD-A.AVI,1.564,0
158540,Random,DRIFTING-A.AVI,0.85,0
158540,Mental,Fishing.AVI,1.301,1
158540,Random,Random mechanical.AVI,0.406,0
162733,Mental,Scaring.AVI,1.374,1
162733,Mental,SEDUCING-B.AVI,1.217,1
162733,Random,STAR-A.AVI,1.378,0
162733,Mental,SURPRISING-B.AVI,1.348,1
162733,Random,TENNIS-A.AVI,1.068,0
381543,Mental,COAXING-B.AVI,1.307,1
381543,Random,BILLIARD-A.AVI,1.65,0
381543,Random,DRIFTING-A.AVI,1.086,0
381543,Mental,Fishing.AVI,0.699,1
381543,Random,Random mechanical.AVI,1.681,0
878877,Mental,COAXING-B.AVI,0.744,1
878877,Random,BILLIARD-A.AVI,1.774,0
878877,Random,DRIFTING-A.AVI,0.84,0
878877,Mental,Fishing.AVI,1.015,1
878877,Random,Random mechanical.AVI,1.13,0
149337,Mental,COAXING-B.AVI,1.764,1
149337,Random,DRIFTING-A.AVI,0.987,0
149337,Random,Random mechanical.AVI,1.264,9
117122,Mental,COAXING-B.AVI,1.499,1
117122,Random,BILLIARD-A.AVI,0.834,0
117122,Random,DRIFTING-A.AVI,0.975,0
117122,Random,Random mechanical.AVI,1.011,0
188549,Mental,Scaring.AVI,0.741,1
188549,Mental,SEDUCING-B.AVI,0.568,1
188549,Random,STAR-A.AVI,0.634,0
188549,Mental,SURPRISING-B.AVI,0.828,1
188549,Random,TENNIS-A.AVI,0.807,0
105014,Mental,Scaring.AVI,0.698,1
105014,Mental,SEDUCING-B.AVI,0.97,1
105014,Random,STAR-A.AVI,0.72,0
105014,Mental,SURPRISING-B.AVI,0.745,1
105014,Random,TENNIS-A.AVI,0.942,0
616645,Mental,COAXING-B.AVI,1.948,1
616645,Random,BILLIARD-A.AVI,1.693,0
616645,Random,DRIFTING-A.AVI,0.637,0
616645,Mental,Fishing.AVI,0.857,1
616645,Random,Random mechanical.AVI,1.035,0
123117,Mental,COAXING-B.AVI,2.18,1
123117,Random,BILLIARD-A.AVI,0.916,0
123117,Random,DRIFTING-A.AVI,0.575,0
123117,Mental,Fishing.AVI,0.565,1
123117,Random,Random mechanical.AVI,0.723,0
849971,Mental,Scaring.AVI,0.779,1
849971,Mental,SEDUCING-B.AVI,0.87,1
849971,Random,STAR-A.AVI,0.64,0
849971,Mental,SURPRISING-B.AVI,0.819,1
849971,Random,TENNIS-A.AVI,0.574,0
203418,Mental,COAXING-B.AVI,0.592,1
203418,Random,BILLIARD-A.AVI,1.108,0
203418,Random,DRIFTING-A.AVI,0.739,0
203418,Mental,Fishing.AVI,0.584,1
203418,Random,Random mechanical.AVI,0.809,0
209127,Mental,COAXING-B.AVI,0.904,1
209127,Random,BILLIARD-A.AVI,0.795,0
209127,Random,DRIFTING-A.AVI,0.87,0
209127,Mental,Fishing.AVI,1.215,0
209127,Random,Random mechanical.AVI,0.86,0
599671,Mental,COAXING-B.AVI,2.191,1
599671,Random,BILLIARD-A.AVI,1.009,0
599671,Random,DRIFTING-A.AVI,0.72,0
599671,Mental,Fishing.AVI,1.167,1
599671,Random,Random mechanical.AVI,1.19,9
763557,Mental,Scaring.AVI,1.158,1
763557,Mental,SEDUCING-B.AVI,0.714,1
763557,Random,STAR-A.AVI,1.24,0
763557,Mental,SURPRISING-B.AVI,1.181,1
763557,Random,TENNIS-A.AVI,0.985,0
955465,Mental,COAXING-B.AVI,0.963,1
955465,Random,BILLIARD-A.AVI,1.024,0
955465,Random,DRIFTING-A.AVI,1.066,0
955465,Mental,Fishing.AVI,1.266,9
955465,Random,Random mechanical.AVI,1.015,0
137229,Mental,COAXING-B.AVI,0.993,1
137229,Random,BILLIARD-A.AVI,1.031,0
137229,Random,DRIFTING-A.AVI,1.273,0
137229,Mental,Fishing.AVI,1.118,1
137229,Random,Random mechanical.AVI,0.939,0
287248,Mental,Scaring.AVI,1.287,1
287248,Mental,SEDUCING-B.AVI,1.167,1
287248,Random,STAR-A.AVI,0.673,0
287248,Mental,SURPRISING-B.AVI,1.103,1
204420,Mental,COAXING-B.AVI,1.544,1
204420,Random,BILLIARD-A.AVI,0.89,0
204420,Random,DRIFTING-A.AVI,0.827,0
204420,Random,Random mechanical.AVI,0.432,0
298051,Mental,Scaring.AVI,0.709,1
298051,Mental,SEDUCING-B.AVI,0.734,1
298051,Random,STAR-A.AVI,0.652,0
298051,Mental,SURPRISING-B.AVI,0.547,1
298051,Random,TENNIS-A.AVI,0.605,0
581450,Mental,COAXING-B.AVI,1.22,1
581450,Random,BILLIARD-A.AVI,0.53,0
581450,Random,DRIFTING-A.AVI,0.506,0
581450,Mental,Fishing.AVI,0.808,1
581450,Random,Random mechanical.AVI,0.642,0
889579,Mental,COAXING-B.AVI,0.44,1
889579,Random,BILLIARD-A.AVI,0.605,0
889579,Random,DRIFTING-A.AVI,0.674,0
889579,Mental,Fishing.AVI,0.804,1
889579,Random,Random mechanical.AVI,1.079,0
136631,Mental,COAXING-B.AVI,1.334,1
136631,Random,BILLIARD-A.AVI,0.671,0
136631,Random,DRIFTING-A.AVI,0.919,0
136631,Mental,Fishing.AVI,1.609,9
136631,Random,Random mechanical.AVI,0.995,0
180533,Mental,COAXING-B.AVI,1.088,1
180533,Random,BILLIARD-A.AVI,1.337,0
180533,Random,DRIFTING-A.AVI,1.209,0
180533,Mental,Fishing.AVI,0.724,1
180533,Random,Random mechanical.AVI,1.059,9
141422,Mental,Scaring.AVI,0.697,1
141422,Mental,SEDUCING-B.AVI,0.912,1
141422,Random,STAR-A.AVI,0.715,0
141422,Mental,SURPRISING-B.AVI,0.657,1
141422,Random,TENNIS-A.AVI,1.503,0
286650,Mental,Scaring.AVI,0.385,1
286650,Mental,SEDUCING-B.AVI,0.494,1
286650,Random,STAR-A.AVI,0.615,0
286650,Mental,SURPRISING-B.AVI,0.547,1
286650,Random,TENNIS-A.AVI,0.48,0
159744,Mental,COAXING-B.AVI,1.086,1
159744,Random,BILLIARD-A.AVI,0.478,0
159744,Random,DRIFTING-A.AVI,0.62,0
159744,Mental,Fishing.AVI,0.781,1
159744,Random,Random mechanical.AVI,1.02,0
724446,Mental,Scaring.AVI,0.766,1
724446,Mental,SEDUCING-B.AVI,1.214,1
724446,Random,STAR-A.AVI,0.439,0
724446,Mental,SURPRISING-B.AVI,0.744,1
724446,Random,TENNIS-A.AVI,0.96,0
170631,Mental,Scaring.AVI,1.863,1
170631,Mental,SEDUCING-B.AVI,0.888,1
170631,Random,STAR-A.AVI,1.313,0
170631,Mental,SURPRISING-B.AVI,1.111,1
170631,Random,TENNIS-A.AVI,1.108,0
113215,Mental,Scaring.AVI,2.647,9
113215,Mental,SEDUCING-B.AVI,0.723,9
113215,Random,STAR-A.AVI,0.465,0
113215,Mental,SURPRISING-B.AVI,0.797,1
933253,Mental,Scaring.AVI,0.774,1
933253,Mental,SEDUCING-B.AVI,0.562,1
933253,Random,STAR-A.AVI,0.608,0
933253,Mental,SURPRISING-B.AVI,0.844,1
933253,Random,TENNIS-A.AVI,0.921,0
107422,Mental,COAXING-B.AVI,0.921,1
107422,Random,BILLIARD-A.AVI,1.336,0
107422,Random,DRIFTING-A.AVI,1.077,0
107422,Mental,Fishing.AVI,0.864,1
107422,Random,Random mechanical.AVI,2.938,9
729254,Mental,COAXING-B.AVI,1.287,1
729254,Random,BILLIARD-A.AVI,1.338,0
729254,Random,DRIFTING-A.AVI,1.249,0
729254,Mental,Fishing.AVI,2.069,1
729254,Random,Random mechanical.AVI,2.083,0
148941,Mental,COAXING-B.AVI,0.959,1
148941,Random,BILLIARD-A.AVI,1.731,0
148941,Random,DRIFTING-A.AVI,1.161,0
148941,Mental,Fishing.AVI,1.563,1
148941,Random,Random mechanical.AVI,0.702,0
148133,Mental,COAXING-B.AVI,1.488,1
148133,Random,BILLIARD-A.AVI,2.118,0
148133,Random,DRIFTING-A.AVI,0.862,0
148133,Mental,Fishing.AVI,1.236,1
148133,Random,Random mechanical.AVI,0.736,0
154330,Mental,COAXING-B.AVI,0.93,1
154330,Random,BILLIARD-A.AVI,0.836,0
154330,Random,DRIFTING-A.AVI,0.444,0
154330,Mental,Fishing.AVI,0.602,1
154330,Random,Random mechanical.AVI,0.738,0
100206,Mental,COAXING-B.AVI,2.264,1
100206,Random,BILLIARD-A.AVI,1.93,1
100206,Random,DRIFTING-A.AVI,2.065,1
100206,Mental,Fishing.AVI,0.708,1
100206,Random,Random mechanical.AVI,0.683,0
162935,Mental,COAXING-B.AVI,1.228,1
162935,Random,BILLIARD-A.AVI,1.757,0
162935,Random,DRIFTING-A.AVI,0.818,0
162935,Mental,Fishing.AVI,0.982,1
162935,Random,Random mechanical.AVI,0.945,9
877168,Mental,Scaring.AVI,0.592,1
877168,Mental,SEDUCING-B.AVI,0.505,1
877168,Random,STAR-A.AVI,0.511,0
877168,Mental,SURPRISING-B.AVI,0.609,1
877168,Random,TENNIS-A.AVI,0.772,0
969476,Mental,Scaring.AVI,0.776,1
969476,Mental,SEDUCING-B.AVI,0.892,1
969476,Random,STAR-A.AVI,1.181,0
969476,Mental,SURPRISING-B.AVI,0.933,1
969476,Random,TENNIS-A.AVI,0.977,0
211720,Mental,Scaring.AVI,1.05,1
211720,Mental,SEDUCING-B.AVI,0.724,1
211720,Random,STAR-A.AVI,0.641,9
211720,Mental,SURPRISING-B.AVI,1.057,1
101410,Mental,COAXING-B.AVI,1.368,1
101410,Random,BILLIARD-A.AVI,1.685,0
101410,Random,DRIFTING-A.AVI,0.865,0
101410,Mental,Fishing.AVI,0.826,1
101410,Random,Random mechanical.AVI,1.769,0
153833,Mental,Scaring.AVI,0.625,1
153833,Mental,SEDUCING-B.AVI,0.303,1
153833,Random,STAR-A.AVI,1.248,9
153833,Mental,SURPRISING-B.AVI,0.601,1
153833,Random,TENNIS-A.AVI,1.73,9
153227,Mental,COAXING-B.AVI,1.579,1
153227,Random,BILLIARD-A.AVI,0.687,0
153227,Random,DRIFTING-A.AVI,1.468,0
153227,Mental,Fishing.AVI,0.81,1
153227,Random,Random mechanical.AVI,0.927,1
994273,Mental,COAXING-B.AVI,2.898,1
994273,Random,BILLIARD-A.AVI,2.248,0
994273,Random,DRIFTING-A.AVI,0.965,0
994273,Random,Random mechanical.AVI,0.731,0
541943,Mental,COAXING-B.AVI,1.025,1
541943,Random,BILLIARD-A.AVI,1.242,0
541943,Random,DRIFTING-A.AVI,0.856,0
541943,Mental,Fishing.AVI,1.24,1
541943,Random,Random mechanical.AVI,1.071,0
857263,Mental,Scaring.AVI,0.925,1
857263,Mental,SEDUCING-B.AVI,0.303,1
857263,Random,STAR-A.AVI,0.83,0
857263,Mental,SURPRISING-B.AVI,0.451,1
857263,Random,TENNIS-A.AVI,1.792,0
996782,Mental,Scaring.AVI,0.755,1
996782,Mental,SEDUCING-B.AVI,0.908,1
996782,Random,STAR-A.AVI,0.432,0
996782,Mental,SURPRISING-B.AVI,0.954,1
996782,Random,TENNIS-A.AVI,0.677,0
209329,Mental,COAXING-B.AVI,1.2,1
209329,Random,BILLIARD-A.AVI,0.986,0
209329,Random,DRIFTING-A.AVI,0.54,0
209329,Mental,Fishing.AVI,0.996,1
209329,Random,Random mechanical.AVI,0.689,0
756055,Mental,Scaring.AVI,0.646,1
756055,Mental,SEDUCING-B.AVI,1.474,1
756055,Random,STAR-A.AVI,0.986,0
756055,Mental,SURPRISING-B.AVI,0.748,1
756055,Random,TENNIS-A.AVI,1.509,0
137027,Mental,COAXING-B.AVI,1.507,1
137027,Random,BILLIARD-A.AVI,1.783,0
137027,Random,DRIFTING-A.AVI,1.293,0
137027,Mental,Fishing.AVI,1.15,1
137027,Random,Random mechanical.AVI,2.176,0
885975,Mental,COAXING-B.AVI,1.232,1
885975,Random,BILLIARD-A.AVI,1.837,0
885975,Random,DRIFTING-A.AVI,1.084,0
885975,Mental,Fishing.AVI,0.966,1
885975,Random,Random mechanical.AVI,1.077,0
135730,Mental,Scaring.AVI,0.746,1
135730,Mental,SEDUCING-B.AVI,0.933,1
135730,Random,STAR-A.AVI,1.534,0
135730,Mental,SURPRISING-B.AVI,0.724,1
135730,Random,TENNIS-A.AVI,1.375,0
911849,Mental,Scaring.AVI,1.779,9
911849,Mental,SEDUCING-B.AVI,2.03,0
911849,Random,TENNIS-A.AVI,1.084,0
524135,Mental,COAXING-B.AVI,0.827,1
524135,Random,BILLIARD-A.AVI,0.92,0
524135,Random,DRIFTING-A.AVI,0.755,0
524135,Mental,Fishing.AVI,0.792,1
524135,Random,Random mechanical.AVI,0.533,0
176744,Mental,COAXING-B.AVI,1.032,1
176744,Random,BILLIARD-A.AVI,0.894,0
176744,Random,DRIFTING-A.AVI,0.851,0
176744,Mental,Fishing.AVI,0.887,1
176744,Random,Random mechanical.AVI,0.931,0
615744,Mental,Scaring.AVI,1.255,1
615744,Mental,SEDUCING-B.AVI,0.552,1
615744,Random,STAR-A.AVI,0.377,0
615744,Mental,SURPRISING-B.AVI,0.577,1
615744,Random,TENNIS-A.AVI,0.609,0
751550,Mental,Scaring.AVI,1.212,1
751550,Mental,SEDUCING-B.AVI,0.829,1
751550,Random,STAR-A.AVI,0.621,0
751550,Mental,SURPRISING-B.AVI,0.891,1
751550,Random,TENNIS-A.AVI,2.175,0
172534,Mental,COAXING-B.AVI,2.162,1
172534,Random,BILLIARD-A.AVI,1.623,0
172534,Random,DRIFTING-A.AVI,1.003,0
172534,Mental,Fishing.AVI,2.902,9
172534,Random,Random mechanical.AVI,0.855,0
979984,Mental,COAXING-B.AVI,1.483,1
979984,Random,BILLIARD-A.AVI,1.197,0
979984,Random,DRIFTING-A.AVI,1.575,0
979984,Mental,Fishing.AVI,0.703,1
979984,Random,Random mechanical.AVI,1.353,9
943862,Mental,Scaring.AVI,0.772,1
943862,Mental,SEDUCING-B.AVI,0.625,1
943862,Random,STAR-A.AVI,1.364,1
943862,Mental,SURPRISING-B.AVI,0.66,1
943862,Random,TENNIS-A.AVI,0.989,9
555348,Mental,Scaring.AVI,2.064,1
555348,Mental,SEDUCING-B.AVI,1.632,1
555348,Random,STAR-A.AVI,1.433,0
555348,Mental,SURPRISING-B.AVI,2.12,1
555348,Random,TENNIS-A.AVI,0.65,0
867468,Mental,Scaring.AVI,1.226,0
867468,Random,STAR-A.AVI,0.33,0
867468,Mental,SURPRISING-B.AVI,0.566,1
867468,Random,TENNIS-A.AVI,0.429,0
557857,Mental,Scaring.AVI,0.646,1
557857,Mental,SEDUCING-B.AVI,0.418,1
557857,Random,STAR-A.AVI,1.075,0
557857,Mental,SURPRISING-B.AVI,0.615,1
557857,Random,TENNIS-A.AVI,0.532,0
274542,Mental,COAXING-B.AVI,0.659,1
274542,Random,BILLIARD-A.AVI,0.684,0
274542,Random,DRIFTING-A.AVI,1.96,0
274542,Mental,Fishing.AVI,2.768,0
274542,Random,Random mechanical.AVI,0.619,1
962058,Mental,COAXING-B.AVI,1.266,1
962058,Random,BILLIARD-A.AVI,1.964,0
962058,Random,DRIFTING-A.AVI,0.874,0
