,sub_ind,respDur_keys,respDur_rt,respAfter_keys,respAfter_rt,movie,date,movie_ind,consistency
554,63.0,right,9.0069,down,1.1441,RANDOMMECH4,2021-07-25_14h57.57.970,4.0,0.5
555,63.0,left,3.7431,left,0.424,SCARING5,2021-07-25_14h57.57.970,5.0,1.0
556,63.0,left,3.8551,left,0.3917,SEDUCINGB6,2021-07-25_14h57.57.970,6.0,1.0
557,63.0,right,3.6228,right,0.5934,STARA7,2021-07-25_14h57.57.970,7.0,1.0
558,63.0,left,3.5186,left,1.0586,SURPRISINGB8,2021-07-25_14h57.57.970,8.0,1.0
559,63.0,right,4.1941,down,0.4358,TENNISA9,2021-07-25_14h57.57.970,9.0,0.5
560,92.0,left,14.7985,left,1.0011,COAXINGB0,2021-07-25_09h43.02.412,0.0,1.0
561,92.0,right,3.3167,right,0.9508,BILLIARDA1,2021-07-25_09h43.02.412,1.0,1.0
562,92.0,right,3.0996,right,0.5008,DRIFTINGA2,2021-07-25_09h43.02.412,2.0,1.0
563,92.0,left,5.7816,left,0.8697,FISHING3,2021-07-25_09h43.02.412,3.0,1.0
564,92.0,right,2.1652,right,1.1174,RANDOMMECH4,2021-07-25_09h43.02.412,4.0,1.0
565,92.0,left,16.7486,left,0.7668,SCARING5,2021-07-25_09h43.02.412,5.0,1.0
566,92.0,left,5.5151,left,1.0841,SEDUCINGB6,2021-07-25_09h43.02.412,6.0,1.0
567,92.0,right,3.8295,right,1.4165,STARA7,2021-07-25_09h43.02.412,7.0,1.0
568,92.0,left,6.1487,left,0.3843,SURPRISINGB8,2021-07-25_09h43.02.412,8.0,1.0
569,92.0,right,4.149,right,1.3503,TENNISA9,2021-07-25_09h43.02.412,9.0,1.0
570,40.0,right,7.8881,left,0.5486,COAXINGB0,2021-07-25_14h55.19.085,0.0,-1.0
571,40.0,left,5.7932,right,0.5475,BILLIARDA1,2021-07-25_14h55.19.085,1.0,-1.0
572,40.0,right,8.1913,right,0.4338,DRIFTINGA2,2021-07-25_14h55.19.085,2.0,1.0
573,40.0,left,6.0074,left,1.4011,FISHING3,2021-07-25_14h55.19.085,3.0,1.0
574,40.0,right,6.0474,right,0.6845,RANDOMMECH4,2021-07-25_14h55.19.085,4.0,1.0
575,40.0,left,6.9662,right,0.5903,SCARING5,2021-07-25_14h55.19.085,5.0,-1.0
576,40.0,left,5.1146,left,0.5644,SEDUCINGB6,2021-07-25_14h55.19.085,6.0,1.0
577,40.0,right,6.7814,right,0.4848,STARA7,2021-07-25_14h55.19.085,7.0,1.0
578,40.0,left,6.5552,left,0.5012,SURPRISINGB8,2021-07-25_14h55.19.085,8.0,1.0
579,40.0,right,8.4165,left,0.7012,TENNISA9,2021-07-25_14h55.19.085,9.0,-1.0
580,72.0,left,1.6018,left,0.4777,COAXINGB0,2021-07-25_14h53.51.589,0.0,1.0
581,72.0,right,1.8805,right,0.3536,BILLIARDA1,2021-07-25_14h53.51.589,1.0,1.0
582,72.0,right,4.9931,right,0.6515,DRIFTINGA2,2021-07-25_14h53.51.589,2.0,1.0
583,72.0,left,3.8912,left,0.5141,FISHING3,2021-07-25_14h53.51.589,3.0,1.0
584,72.0,right,4.2835,left,0.7586,RANDOMMECH4,2021-07-25_14h53.51.589,4.0,-1.0
585,72.0,left,8.4743,left,0.3366,SCARING5,2021-07-25_14h53.51.589,5.0,1.0
586,72.0,left,4.8121,left,0.5176,SEDUCINGB6,2021-07-25_14h53.51.589,6.0,1.0
587,72.0,right,2.725,right,0.872,STARA7,2021-07-25_14h53.51.589,7.0,1.0
588,72.0,left,5.0108,left,0.3759,SURPRISINGB8,2021-07-25_14h53.51.589,8.0,1.0
589,72.0,right,2.5654,right,0.4015,TENNISA9,2021-07-25_14h53.51.589,9.0,1.0
590,52.0,left,6.6978,left,0.5554,COAXINGB0,2021-07-25_14h45.26.245,0.0,1.0
591,52.0,right,2.4444,right,0.3676,BILLIARDA1,2021-07-25_14h45.26.245,1.0,1.0
592,52.0,right,5.2292,right,0.2769,DRIFTINGA2,2021-07-25_14h45.26.245,2.0,1.0
593,52.0,left,6.7101,down,0.6081,FISHING3,2021-07-25_14h45.26.245,3.0,0.5
594,52.0,right,2.1121,right,1.1411,RANDOMMECH4,2021-07-25_14h45.26.245,4.0,1.0
595,52.0,right,1.5752,left,0.4147,SCARING5,2021-07-25_14h45.26.245,5.0,-1.0
596,52.0,left,5.2437,left,0.4509,SEDUCINGB6,2021-07-25_14h45.26.245,6.0,1.0
597,52.0,right,2.6479,right,0.2344,STARA7,2021-07-25_14h45.26.245,7.0,1.0
598,52.0,left,1.7439,left,0.7564,SURPRISINGB8,2021-07-25_14h45.26.245,8.0,1.0
599,52.0,right,5.3763,right,0.5754,TENNISA9,2021-07-25_14h45.26.245,9.0,1.0
600,64.0,left,5.54798,left,0.73711,COAXINGB0,2021-07-25_14h50.25.742,0.0,1.0
601,64.0,right,4.1338349999999995,right,0.546585,BILLIARDA1,2021-07-25_14h50.25.742,1.0,1.0
602,64.0,right,5.645435,right,1.090225,DRIFTINGA2,2021-07-25_14h50.25.742,2.0,1.0
603,64.0,left,5.446594999999999,left,1.367615,FISHING3,2021-07-25_14h50.25.742,3.0,1.0
604,64.0,right,2.49662,right,0.581445,RANDOMMECH4,2021-07-25_14h50.25.742,4.0,1.0
605,64.0,left,14.76136,down,2.38563,SCARING5,2021-07-25_14h50.25.742,5.0,0.5
606,64.0,left,4.62056,left,0.389395,SEDUCINGB6,2021-07-25_14h50.25.742,6.0,1.0
607,64.0,right,7.228525,right,0.35267,STARA7,2021-07-25_14h50.25.742,7.0,1.0
608,64.0,left,4.56657,left,0.43765,SURPRISINGB8,2021-07-25_14h50.25.742,8.0,1.0
609,64.0,right,6.680585000000001,right,1.315965,TENNISA9,2021-07-25_14h50.25.742,9.0,1.0
610,4.0,left,2.6947,left,0.7797,COAXINGB0,2021-07-25_14h45.44.459,0.0,1.0
611,4.0,right,4.5359,right,0.8732,BILLIARDA1,2021-07-25_14h45.44.459,1.0,1.0
612,4.0,right,9.4982,right,0.5288,DRIFTINGA2,2021-07-25_14h45.44.459,2.0,1.0
613,4.0,left,13.7071,left,1.2868,FISHING3,2021-07-25_14h45.44.459,3.0,1.0
614,4.0,right,19.075,right,1.6857,RANDOMMECH4,2021-07-25_14h45.44.459,4.0,1.0
615,4.0,left,17.1988,left,1.2681,SCARING5,2021-07-25_14h45.44.459,5.0,1.0
616,4.0,left,5.0083,left,0.3945,SEDUCINGB6,2021-07-25_14h45.44.459,6.0,1.0
617,4.0,right,9.3094,right,0.4212,STARA7,2021-07-25_14h45.44.459,7.0,1.0
618,4.0,left,12.2458,right,0.7246,SURPRISINGB8,2021-07-25_14h45.44.459,8.0,-1.0
619,4.0,left,16.762999999999998,left,1.3758,TENNISA9,2021-07-25_14h45.44.459,9.0,1.0
620,1.0,left,3.1897,left,1.2097,COAXINGB0,2021-07-25_14h41.20.573,0.0,1.0
621,1.0,right,2.1741,right,0.5014,BILLIARDA1,2021-07-25_14h41.20.573,1.0,1.0
622,1.0,right,3.4119,right,0.2916,DRIFTINGA2,2021-07-25_14h41.20.573,2.0,1.0
623,1.0,left,5.4101,left,1.2844,FISHING3,2021-07-25_14h41.20.573,3.0,1.0
624,1.0,right,2.8953,right,0.9531,RANDOMMECH4,2021-07-25_14h41.20.573,4.0,1.0
625,1.0,left,2.9582,left,1.4369,SCARING5,2021-07-25_14h41.20.573,5.0,1.0
626,1.0,left,1.974,left,0.5376,SEDUCINGB6,2021-07-25_14h41.20.573,6.0,1.0
627,1.0,right,1.8212,right,0.4709,STARA7,2021-07-25_14h41.20.573,7.0,1.0
628,1.0,left,3.8008,left,0.4631,SURPRISINGB8,2021-07-25_14h41.20.573,8.0,1.0
629,1.0,right,1.8691,right,0.5034,TENNISA9,2021-07-25_14h41.20.573,9.0,1.0
630,55.0,left,3.8251,left,1.3699,COAXINGB0,2021-07-25_14h53.07.506,0.0,1.0
631,55.0,right,4.4079,right,1.5513,BILLIARDA1,2021-07-25_14h53.07.506,1.0,1.0
632,55.0,right,5.9239999999999995,right,1.4064,DRIFTINGA2,2021-07-25_14h53.07.506,2.0,1.0
633,55.0,left,5.6552,left,1.0555,FISHING3,2021-07-25_14h53.07.506,3.0,1.0
634,55.0,right,4.7852,left,1.073,RANDOMMECH4,2021-07-25_14h53.07.506,4.0,-1.0
635,55.0,left,10.4118,left,1.1958,SCARING5,2021-07-25_14h53.07.506,5.0,1.0
636,55.0,left,3.4895,left,1.0894,SEDUCINGB6,2021-07-25_14h53.07.506,6.0,1.0
637,55.0,right,6.8586,right,1.3394,STARA7,2021-07-25_14h53.07.506,7.0,1.0
638,55.0,left,7.9747,left,1.7179,SURPRISINGB8,2021-07-25_14h53.07.506,8.0,1.0
639,55.0,right,6.7986,right,1.0716,TENNISA9,2021-07-25_14h53.07.506,9.0,1.0
640,74.0,left,4.765,left,1.188,COAXINGB0,2021-07-25_14h40.00.558,0.0,1.0
641,74.0,right,5.247000000000001,right,0.509,BILLIARDA1,2021-07-25_14h40.00.558,1.0,1.0
642,74.0,right,6.146,right,0.774,DRIFTINGA2,2021-07-25_14h40.00.558,2.0,1.0
643,74.0,left,5.912000000000001,left,0.573,FISHING3,2021-07-25_14h40.00.558,3.0,1.0
644,74.0,right,9.043,right,0.708,RANDOMMECH4,2021-07-25_14h40.00.558,4.0,1.0
645,74.0,left,14.682,left,1.692,SCARING5,2021-07-25_14h40.00.558,5.0,1.0
646,74.0,left,5.779,left,0.457,SEDUCINGB6,2021-07-25_14h40.00.558,6.0,1.0
647,74.0,right,10.462,right,0.541,STARA7,2021-07-25_14h40.00.558,7.0,1.0
648,74.0,left,6.312,left,1.222,SURPRISINGB8,2021-07-25_14h40.00.558,8.0,1.0
650,50.0,left,5.8707,left,1.8889,COAXINGB0,2021-07-25_14h55.07.612,0.0,1.0
651,50.0,right,5.7944,right,1.0548,BILLIARDA1,2021-07-25_14h55.07.612,1.0,1.0
652,50.0,right,8.0656,right,1.1049,DRIFTINGA2,2021-07-25_14h55.07.612,2.0,1.0
653,50.0,left,9.0202,left,2.3635,FISHING3,2021-07-25_14h55.07.612,3.0,1.0
654,50.0,right,14.9453,right,1.7354,RANDOMMECH4,2021-07-25_14h55.07.612,4.0,1.0
655,50.0,left,11.1475,left,1.2344,SCARING5,2021-07-25_14h55.07.612,5.0,1.0
656,50.0,left,5.8837,left,0.5354,SEDUCINGB6,2021-07-25_14h55.07.612,6.0,1.0
657,50.0,right,10.1685,right,0.9198,STARA7,2021-07-25_14h55.07.612,7.0,1.0
658,50.0,left,7.2777,left,1.1991,SURPRISINGB8,2021-07-25_14h55.07.612,8.0,1.0
659,50.0,right,10.6648,right,1.0325,TENNISA9,2021-07-25_14h55.07.612,9.0,1.0
660,15.0,left,6.0378,left,0.889,COAXINGB0,2021-07-25_15h28.26.870,0.0,1.0
661,15.0,right,9.2315,right,0.6682,BILLIARDA1,2021-07-25_15h28.26.870,1.0,1.0
662,15.0,right,15.2485,right,0.4729,DRIFTINGA2,2021-07-25_15h28.26.870,2.0,1.0
663,15.0,left,13.251,left,0.5193,FISHING3,2021-07-25_15h28.26.870,3.0,1.0
664,15.0,right,8.1243,right,0.4474,RANDOMMECH4,2021-07-25_15h28.26.870,4.0,1.0
666,15.0,left,5.1893,left,0.6562,SEDUCINGB6,2021-07-25_15h28.26.870,6.0,1.0
667,15.0,right,6.4204,right,0.8344,STARA7,2021-07-25_15h28.26.870,7.0,1.0
668,15.0,left,6.3825,left,0.758,SURPRISINGB8,2021-07-25_15h28.26.870,8.0,1.0
669,15.0,right,6.0998,right,0.5989,TENNISA9,2021-07-25_15h28.26.870,9.0,1.0
670,41.0,left,2.4577,left,1.3524,COAXINGB0,2021-07-25_14h54.19.467,0.0,1.0
671,41.0,right,2.7696,right,1.2671,BILLIARDA1,2021-07-25_14h54.19.467,1.0,1.0
672,41.0,right,5.3669,right,1.2176,DRIFTINGA2,2021-07-25_14h54.19.467,2.0,1.0
673,41.0,left,7.0194,left,1.2161,FISHING3,2021-07-25_14h54.19.467,3.0,1.0
674,41.0,right,9.2784,,,RANDOMMECH4,2021-07-25_14h54.19.467,4.0,0.0
675,41.0,left,4.3053,left,0.4679,SCARING5,2021-07-25_14h54.19.467,5.0,1.0
676,41.0,left,2.2337,left,0.4919,SEDUCINGB6,2021-07-25_14h54.19.467,6.0,1.0
677,41.0,right,5.8504,right,0.3184,STARA7,2021-07-25_14h54.19.467,7.0,1.0
678,41.0,left,2.7314,left,0.7512,SURPRISINGB8,2021-07-25_14h54.19.467,8.0,1.0
679,41.0,right,3.742,right,1.0403,TENNISA9,2021-07-25_14h54.19.467,9.0,1.0
680,77.0,left,1.7377650000000002,left,0.675365,COAXINGB0,2021-07-25_08h55.00.693,0.0,1.0
681,77.0,right,1.70763,right,0.42081999999999997,BILLIARDA1,2021-07-25_08h55.00.693,1.0,1.0
682,77.0,right,1.9956,right,0.396215,DRIFTINGA2,2021-07-25_08h55.00.693,2.0,1.0
683,77.0,left,3.2386049999999997,left,0.5324399999999999,FISHING3,2021-07-25_08h55.00.693,3.0,1.0
684,77.0,right,3.7235699999999996,right,0.56686,RANDOMMECH4,2021-07-25_08h55.00.693,4.0,1.0
685,77.0,left,3.120695,left,0.66704,SCARING5,2021-07-25_08h55.00.693,5.0,1.0
686,77.0,left,1.7434599999999998,left,0.502415,SEDUCINGB6,2021-07-25_08h55.00.693,6.0,1.0
687,77.0,right,3.271865,right,0.333505,STARA7,2021-07-25_08h55.00.693,7.0,1.0
688,77.0,left,2.891465,left,0.68505,SURPRISINGB8,2021-07-25_08h55.00.693,8.0,1.0
689,77.0,right,3.0917950000000003,right,0.553705,TENNISA9,2021-07-25_08h55.00.693,9.0,1.0
690,56.0,left,1.6159999999999999,left,0.526,COAXINGB0,2021-07-25_14h51.28.136,0.0,1.0
691,56.0,right,1.281,right,0.315,BILLIARDA1,2021-07-25_14h51.28.136,1.0,1.0
692,56.0,right,1.601,right,0.43700000000000006,DRIFTINGA2,2021-07-25_14h51.28.136,2.0,1.0
693,56.0,right,1.935,left,0.49,FISHING3,2021-07-25_14h51.28.136,3.0,-1.0
694,56.0,right,1.915,right,0.588,RANDOMMECH4,2021-07-25_14h51.28.136,4.0,1.0
695,56.0,left,2.88,left,0.435,SCARING5,2021-07-25_14h51.28.136,5.0,1.0
696,56.0,left,1.385,left,0.401,SEDUCINGB6,2021-07-25_14h51.28.136,6.0,1.0
697,56.0,right,1.338,right,0.38,STARA7,2021-07-25_14h51.28.136,7.0,1.0
698,56.0,right,1.317,left,0.545,SURPRISINGB8,2021-07-25_14h51.28.136,8.0,-1.0
699,56.0,right,1.719,right,1.048,TENNISA9,2021-07-25_14h51.28.136,9.0,1.0
700,42.0,left,2.5565,left,0.6684,COAXINGB0,2021-07-25_14h54.54.402,0.0,1.0
701,42.0,right,2.5799,right,0.5293,BILLIARDA1,2021-07-25_14h54.54.402,1.0,1.0
702,42.0,right,4.5416,right,0.3891,DRIFTINGA2,2021-07-25_14h54.54.402,2.0,1.0
703,42.0,left,6.2332,left,1.0892,FISHING3,2021-07-25_14h54.54.402,3.0,1.0
704,42.0,right,10.0159,right,0.6676,RANDOMMECH4,2021-07-25_14h54.54.402,4.0,1.0
705,42.0,left,8.1666,left,0.9053,SCARING5,2021-07-25_14h54.54.402,5.0,1.0
706,42.0,left,2.6906,left,0.7189,SEDUCINGB6,2021-07-25_14h54.54.402,6.0,1.0
707,42.0,left,2.2415,down,1.4359,STARA7,2021-07-25_14h54.54.402,7.0,0.5
708,42.0,left,2.3795,left,1.306,SURPRISINGB8,2021-07-25_14h54.54.402,8.0,1.0
709,42.0,right,5.5215,right,1.0451,TENNISA9,2021-07-25_14h54.54.402,9.0,1.0
710,30.0,left,2.5752,left,0.3935,COAXINGB0,2021-07-25_06h46.25.011,0.0,1.0
711,30.0,right,6.3766,right,1.1086,BILLIARDA1,2021-07-25_06h46.25.011,1.0,1.0
712,30.0,right,11.4774,right,0.6996,DRIFTINGA2,2021-07-25_06h46.25.011,2.0,1.0
713,30.0,left,8.9519,left,1.2552,FISHING3,2021-07-25_06h46.25.011,3.0,1.0
714,30.0,right,13.0871,right,1.0683,RANDOMMECH4,2021-07-25_06h46.25.011,4.0,1.0
715,30.0,left,8.3987,left,0.4911,SCARING5,2021-07-25_06h46.25.011,5.0,1.0
716,30.0,left,7.5571,left,1.0844,SEDUCINGB6,2021-07-25_06h46.25.011,6.0,1.0
717,30.0,right,7.1821,right,1.155,STARA7,2021-07-25_06h46.25.011,7.0,1.0
718,30.0,left,15.344000000000001,left,0.6361,SURPRISINGB8,2021-07-25_06h46.25.011,8.0,1.0
719,30.0,right,4.1401,right,0.6728,TENNISA9,2021-07-25_06h46.25.011,9.0,1.0
720,90.0,left,2.8544,left,0.9851,COAXINGB0,2021-07-25_09h49.43.374,0.0,1.0
721,90.0,right,3.8074,,,BILLIARDA1,2021-07-25_09h49.43.374,1.0,0.0
722,90.0,right,4.2714,right,2.6348,DRIFTINGA2,2021-07-25_09h49.43.374,2.0,1.0
723,90.0,left,5.7783,left,1.1347,FISHING3,2021-07-25_09h49.43.374,3.0,1.0
724,90.0,right,3.6066,,,RANDOMMECH4,2021-07-25_09h49.43.374,4.0,0.0
725,90.0,left,4.5075,left,1.0884,SCARING5,2021-07-25_09h49.43.374,5.0,1.0
726,90.0,left,4.6781,left,0.6082,SEDUCINGB6,2021-07-25_09h49.43.374,6.0,1.0
727,90.0,right,2.0895,right,1.2411,STARA7,2021-07-25_09h49.43.374,7.0,1.0
728,90.0,left,2.625,left,0.784,SURPRISINGB8,2021-07-25_09h49.43.374,8.0,1.0
729,90.0,right,2.3765,right,2.2006,TENNISA9,2021-07-25_09h49.43.374,9.0,1.0
730,87.0,left,3.6513,left,0.8007,COAXINGB0,2021-07-25_09h41.35.513,0.0,1.0
731,87.0,right,6.5174,right,0.6197,BILLIARDA1,2021-07-25_09h41.35.513,1.0,1.0
732,87.0,right,12.7687,right,0.7006,DRIFTINGA2,2021-07-25_09h41.35.513,2.0,1.0
733,87.0,left,9.6999,left,0.8684,FISHING3,2021-07-25_09h41.35.513,3.0,1.0
734,87.0,left,18.0022,left,1.1349,RANDOMMECH4,2021-07-25_09h41.35.513,4.0,1.0
735,87.0,left,12.8515,left,0.6683,SCARING5,2021-07-25_09h41.35.513,5.0,1.0
736,87.0,left,5.0849,left,0.4851,SEDUCINGB6,2021-07-25_09h41.35.513,6.0,1.0
737,87.0,right,9.8186,right,0.3731,STARA7,2021-07-25_09h41.35.513,7.0,1.0
738,87.0,left,4.0172,left,0.501,SURPRISINGB8,2021-07-25_09h41.35.513,8.0,1.0
739,87.0,right,6.5001,left,1.0512,TENNISA9,2021-07-25_09h41.35.513,9.0,-1.0
740,22.0,left,6.6537,left,0.8553,COAXINGB0,2021-07-25_09h42.17.009,0.0,1.0
741,22.0,right,2.0845,right,0.8834,BILLIARDA1,2021-07-25_09h42.17.009,1.0,1.0
742,22.0,right,2.7715,right,0.6156,DRIFTINGA2,2021-07-25_09h42.17.009,2.0,1.0
743,22.0,left,4.8478,left,1.4206,FISHING3,2021-07-25_09h42.17.009,3.0,1.0
744,22.0,right,1.704,right,1.1520000000000001,RANDOMMECH4,2021-07-25_09h42.17.009,4.0,1.0
745,22.0,right,10.6876,left,0.6511,SCARING5,2021-07-25_09h42.17.009,5.0,-1.0
746,22.0,left,6.2887,left,0.6225,SEDUCINGB6,2021-07-25_09h42.17.009,6.0,1.0
747,22.0,right,3.7873,right,0.52,STARA7,2021-07-25_09h42.17.009,7.0,1.0
748,22.0,left,6.1583,left,0.5696,SURPRISINGB8,2021-07-25_09h42.17.009,8.0,1.0
749,22.0,right,1.4527,right,0.6899,TENNISA9,2021-07-25_09h42.17.009,9.0,1.0
750,46.0,left,7.3012,,,COAXINGB0,2021-07-25_14h47.00.192,0.0,0.0
751,46.0,right,3.2989,right,0.4837,BILLIARDA1,2021-07-25_14h47.00.192,1.0,1.0
752,46.0,right,5.0284,right,0.4343,DRIFTINGA2,2021-07-25_14h47.00.192,2.0,1.0
753,46.0,left,3.6854,left,0.9179,FISHING3,2021-07-25_14h47.00.192,3.0,1.0
754,46.0,right,3.5189999999999997,right,0.7004,RANDOMMECH4,2021-07-25_14h47.00.192,4.0,1.0
755,46.0,right,10.0514,left,0.6173,SCARING5,2021-07-25_14h47.00.192,5.0,-1.0
756,46.0,left,6.2854,left,1.3182,SEDUCINGB6,2021-07-25_14h47.00.192,6.0,1.0
757,46.0,right,5.6891,right,0.3299,STARA7,2021-07-25_14h47.00.192,7.0,1.0
758,46.0,left,6.5695,left,0.9342,SURPRISINGB8,2021-07-25_14h47.00.192,8.0,1.0
759,46.0,right,3.7688,right,1.1529,TENNISA9,2021-07-25_14h47.00.192,9.0,1.0
760,84.0,left,2.187,left,0.4899,COAXINGB0,2021-07-25_09h51.30.176,0.0,1.0
761,84.0,right,3.1935,right,0.2062,BILLIARDA1,2021-07-25_09h51.30.176,1.0,1.0
762,84.0,right,2.7183,right,0.1779,DRIFTINGA2,2021-07-25_09h51.30.176,2.0,1.0
763,84.0,left,3.1927,left,0.2724,FISHING3,2021-07-25_09h51.30.176,3.0,1.0
764,84.0,right,4.6272,left,0.4976,RANDOMMECH4,2021-07-25_09h51.30.176,4.0,-1.0
765,84.0,left,2.2497,left,0.6716,SCARING5,2021-07-25_09h51.30.176,5.0,1.0
766,84.0,left,2.1737,left,0.5665,SEDUCINGB6,2021-07-25_09h51.30.176,6.0,1.0
767,84.0,left,2.5202,right,0.2484,STARA7,2021-07-25_09h51.30.176,7.0,-1.0
768,84.0,left,1.4181,left,0.4936,SURPRISINGB8,2021-07-25_09h51.30.176,8.0,1.0
769,84.0,right,1.5811,right,0.4172,TENNISA9,2021-07-25_09h51.30.176,9.0,1.0
770,12.0,left,1.7530000000000001,left,0.6705,COAXINGB0,2021-07-25_14h56.14.715,0.0,1.0
771,12.0,right,1.8411,right,0.4437,BILLIARDA1,2021-07-25_14h56.14.715,1.0,1.0
772,12.0,right,2.574,right,0.4983,DRIFTINGA2,2021-07-25_14h56.14.715,2.0,1.0
773,12.0,left,4.7139,left,1.3101,FISHING3,2021-07-25_14h56.14.715,3.0,1.0
774,12.0,right,3.9536,right,0.3857,RANDOMMECH4,2021-07-25_14h56.14.715,4.0,1.0
775,12.0,left,12.0969,left,0.5613,SCARING5,2021-07-25_14h56.14.715,5.0,1.0
776,12.0,left,1.0539,left,0.3664,SEDUCINGB6,2021-07-25_14h56.14.715,6.0,1.0
777,12.0,right,4.4873,right,0.37799999999999995,STARA7,2021-07-25_14h56.14.715,7.0,1.0
778,12.0,left,1.9352,left,0.5064,SURPRISINGB8,2021-07-25_14h56.14.715,8.0,1.0
779,12.0,right,5.8063,right,0.3933,TENNISA9,2021-07-25_14h56.14.715,9.0,1.0
780,83.0,left,3.1213,left,1.0528,COAXINGB0,2021-07-25_14h56.33.928,0.0,1.0
781,83.0,right,2.7579,right,0.8027,BILLIARDA1,2021-07-25_14h56.33.928,1.0,1.0
782,83.0,right,4.7635,right,0.9751,DRIFTINGA2,2021-07-25_14h56.33.928,2.0,1.0
783,83.0,left,9.5463,left,2.8138,FISHING3,2021-07-25_14h56.33.928,3.0,1.0
784,83.0,right,7.7303,right,2.0632,RANDOMMECH4,2021-07-25_14h56.33.928,4.0,1.0
785,83.0,left,3.8457,left,1.1923,SCARING5,2021-07-25_14h56.33.928,5.0,1.0
786,83.0,left,5.2679,left,1.7031,SEDUCINGB6,2021-07-25_14h56.33.928,6.0,1.0
787,83.0,right,2.3318,right,2.0376,STARA7,2021-07-25_14h56.33.928,7.0,1.0
788,83.0,left,5.557,,,SURPRISINGB8,2021-07-25_14h56.33.928,8.0,0.0
789,83.0,right,1.9135,left,1.1056,TENNISA9,2021-07-25_14h56.33.928,9.0,-1.0
790,94.0,left,6.5188,,,COAXINGB0,2021-07-25_09h41.35.662,0.0,0.0
791,94.0,right,2.9217,right,0.4743,BILLIARDA1,2021-07-25_09h41.35.662,1.0,1.0
792,94.0,right,2.0293,right,0.8714,DRIFTINGA2,2021-07-25_09h41.35.662,2.0,1.0
793,94.0,left,5.4724,left,0.4887,FISHING3,2021-07-25_09h41.35.662,3.0,1.0
794,94.0,right,3.4719,right,0.35700000000000004,RANDOMMECH4,2021-07-25_09h41.35.662,4.0,1.0
795,94.0,left,7.5713,left,0.4072,SCARING5,2021-07-25_09h41.35.662,5.0,1.0
796,94.0,left,3.3067,left,2.19,SEDUCINGB6,2021-07-25_09h41.35.662,6.0,1.0
797,94.0,right,3.9318,right,1.2227,STARA7,2021-07-25_09h41.35.662,7.0,1.0
798,94.0,left,3.6456,left,1.2508,SURPRISINGB8,2021-07-25_09h41.35.662,8.0,1.0
799,94.0,right,3.7909,right,1.2725,TENNISA9,2021-07-25_09h41.35.662,9.0,1.0
800,45.0,left,6.6337,left,1.7590000000000001,COAXINGB0,2021-07-25_14h55.33.922,0.0,1.0
801,45.0,right,2.1961,right,1.7681,BILLIARDA1,2021-07-25_14h55.33.922,1.0,1.0
802,45.0,right,6.0637,down,1.1094,DRIFTINGA2,2021-07-25_14h55.33.922,2.0,0.5
803,45.0,left,10.4477,left,1.9078,FISHING3,2021-07-25_14h55.33.922,3.0,1.0
804,45.0,right,2.8110000000000004,right,1.8052,RANDOMMECH4,2021-07-25_14h55.33.922,4.0,1.0
805,45.0,left,13.1422,left,1.2912,SCARING5,2021-07-25_14h55.33.922,5.0,1.0
806,45.0,left,6.7253,left,1.1912,SEDUCINGB6,2021-07-25_14h55.33.922,6.0,1.0
807,45.0,right,5.4995,right,1.6177,STARA7,2021-07-25_14h55.33.922,7.0,1.0
808,45.0,left,7.0457,left,1.0033,SURPRISINGB8,2021-07-25_14h55.33.922,8.0,1.0
809,45.0,right,3.6437,down,1.1508,TENNISA9,2021-07-25_14h55.33.922,9.0,0.5
810,67.0,left,3.1932,left,0.5670000000000001,COAXINGB0,2021-07-25_14h55.51.527,0.0,1.0
811,67.0,right,2.4709,right,0.4561,BILLIARDA1,2021-07-25_14h55.51.527,1.0,1.0
812,67.0,right,2.0998,right,0.4102,DRIFTINGA2,2021-07-25_14h55.51.527,2.0,1.0
813,67.0,left,6.7518,left,1.1037,FISHING3,2021-07-25_14h55.51.527,3.0,1.0
814,67.0,right,7.7684,right,0.5339,RANDOMMECH4,2021-07-25_14h55.51.527,4.0,1.0
815,67.0,left,7.6717,left,0.9237,SCARING5,2021-07-25_14h55.51.527,5.0,1.0
816,67.0,left,5.8523,left,0.6361,SEDUCINGB6,2021-07-25_14h55.51.527,6.0,1.0
817,67.0,right,5.6519,right,0.584,STARA7,2021-07-25_14h55.51.527,7.0,1.0
818,67.0,left,6.7087,left,0.6227,SURPRISINGB8,2021-07-25_14h55.51.527,8.0,1.0
819,67.0,right,5.7367,right,0.6471,TENNISA9,2021-07-25_14h55.51.527,9.0,1.0
820,26.0,left,4.124,left,2.525,COAXINGB0,2021-07-25_15h09.24.543,0.0,1.0
821,26.0,right,5.136,right,0.6940000000000001,BILLIARDA1,2021-07-25_15h09.24.543,1.0,1.0
822,26.0,right,5.914,right,1.0270000000000001,DRIFTINGA2,2021-07-25_15h09.24.543,2.0,1.0
823,26.0,left,13.332,left,0.6779999999999999,FISHING3,2021-07-25_15h09.24.543,3.0,1.0
824,26.0,right,3.035,left,0.428,RANDOMMECH4,2021-07-25_15h09.24.543,4.0,-1.0
825,26.0,right,6.734,left,0.425,SCARING5,2021-07-25_15h09.24.543,5.0,-1.0
826,26.0,left,7.06,left,0.585,SEDUCINGB6,2021-07-25_15h09.24.543,6.0,1.0
827,26.0,right,3.7119999999999997,right,0.833,STARA7,2021-07-25_15h09.24.543,7.0,1.0
