,sub_ind,respDur_keys,respDur_rt,respAfter_keys,respAfter_rt,movie,date,movie_ind,consistency
270,20.0,left,8.8644,left,1.3739,COAXINGB0,2021-07-25_09h52.11.684,0.0,1.0
271,20.0,right,4.552,right,1.3559999999999999,BILLIARDA1,2021-07-25_09h52.11.684,1.0,1.0
272,20.0,right,16.4009,down,2.0083,DRIFTINGA2,2021-07-25_09h52.11.684,2.0,0.5
273,20.0,left,12.6821,left,0.6389,FISHING3,2021-07-25_09h52.11.684,3.0,1.0
274,20.0,left,15.0014,down,1.4264,RANDOMMECH4,2021-07-25_09h52.11.684,4.0,0.5
275,20.0,left,14.1475,left,0.9101,SCARING5,2021-07-25_09h52.11.684,5.0,1.0
276,20.0,left,6.7258,left,1.1765,SEDUCINGB6,2021-07-25_09h52.11.684,6.0,1.0
277,20.0,right,18.339000000000002,down,0.7055,STARA7,2021-07-25_09h52.11.684,7.0,0.5
278,20.0,left,9.2048,left,1.1009,SURPRISINGB8,2021-07-25_09h52.11.684,8.0,1.0
279,20.0,right,13.4744,right,0.8554,TENNISA9,2021-07-25_09h52.11.684,9.0,1.0
280,34.0,left,3.1622,left,0.9905,COAXINGB0,2021-07-25_08h55.21.566,0.0,1.0
281,34.0,right,2.5892,right,0.6243,BILLIARDA1,2021-07-25_08h55.21.566,1.0,1.0
282,34.0,right,3.8509,right,1.0283,DRIFTINGA2,2021-07-25_08h55.21.566,2.0,1.0
283,34.0,left,4.0557,left,1.6923,FISHING3,2021-07-25_08h55.21.566,3.0,1.0
284,34.0,right,8.1561,right,0.9570000000000001,RANDOMMECH4,2021-07-25_08h55.21.566,4.0,1.0
285,34.0,left,8.389,left,1.4609999999999999,SCARING5,2021-07-25_08h55.21.566,5.0,1.0
286,34.0,left,4.3513,left,0.5575,SEDUCINGB6,2021-07-25_08h55.21.566,6.0,1.0
287,34.0,right,4.1343,right,0.7411,STARA7,2021-07-25_08h55.21.566,7.0,1.0
288,34.0,left,2.0898,left,0.4951,SURPRISINGB8,2021-07-25_08h55.21.566,8.0,1.0
289,34.0,right,8.0255,left,0.9626,TENNISA9,2021-07-25_08h55.21.566,9.0,-1.0
290,73.0,left,2.3387,left,0.9387,COAXINGB0,2021-07-25_14h52.30.126,0.0,1.0
291,73.0,right,4.1157,right,0.4554,BILLIARDA1,2021-07-25_14h52.30.126,1.0,1.0
292,73.0,right,8.8132,right,1.4162,DRIFTINGA2,2021-07-25_14h52.30.126,2.0,1.0
293,73.0,left,8.1848,left,0.7599,FISHING3,2021-07-25_14h52.30.126,3.0,1.0
294,73.0,right,10.6901,right,1.0536,RANDOMMECH4,2021-07-25_14h52.30.126,4.0,1.0
295,73.0,left,12.557,left,0.4683,SCARING5,2021-07-25_14h52.30.126,5.0,1.0
296,73.0,left,2.7107,left,0.6061,SEDUCINGB6,2021-07-25_14h52.30.126,6.0,1.0
297,73.0,right,8.2316,right,0.42100000000000004,STARA7,2021-07-25_14h52.30.126,7.0,1.0
298,73.0,left,5.277,left,0.5381,SURPRISINGB8,2021-07-25_14h52.30.126,8.0,1.0
299,73.0,right,9.2962,right,0.8195,TENNISA9,2021-07-25_14h52.30.126,9.0,1.0
300,53.0,left,2.525,left,0.703,COAXINGB0,2021-07-25_14h52.24.008,0.0,1.0
301,53.0,right,3.7489999999999997,right,0.595,BILLIARDA1,2021-07-25_14h52.24.008,1.0,1.0
302,53.0,right,4.532,right,1.103,DRIFTINGA2,2021-07-25_14h52.24.008,2.0,1.0
303,53.0,left,5.332000000000001,left,0.649,FISHING3,2021-07-25_14h52.24.008,3.0,1.0
304,53.0,right,5.629,right,0.609,RANDOMMECH4,2021-07-25_14h52.24.008,4.0,1.0
305,53.0,left,8.137,left,0.919,SCARING5,2021-07-25_14h52.24.008,5.0,1.0
306,53.0,left,5.976,left,2.5860000000000003,SEDUCINGB6,2021-07-25_14h52.24.008,6.0,1.0
307,53.0,right,4.66,right,0.313,STARA7,2021-07-25_14h52.24.008,7.0,1.0
308,53.0,left,6.327999999999999,left,1.185,SURPRISINGB8,2021-07-25_14h52.24.008,8.0,1.0
309,53.0,right,6.751,right,0.4,TENNISA9,2021-07-25_14h52.24.008,9.0,1.0
310,25.0,left,3.7314,left,1.7324,COAXINGB0,2021-07-25_09h57.15.537,0.0,1.0
311,25.0,right,3.6636,right,1.4508,BILLIARDA1,2021-07-25_09h57.15.537,1.0,1.0
312,25.0,right,3.9227,right,0.6696,DRIFTINGA2,2021-07-25_09h57.15.537,2.0,1.0
313,25.0,left,6.2819,left,0.9187,FISHING3,2021-07-25_09h57.15.537,3.0,1.0
314,25.0,right,2.2323,right,1.2848,RANDOMMECH4,2021-07-25_09h57.15.537,4.0,1.0
315,25.0,right,6.1567,left,0.7719,SCARING5,2021-07-25_09h57.15.537,5.0,-1.0
316,25.0,left,4.8858,left,0.7754,SEDUCINGB6,2021-07-25_09h57.15.537,6.0,1.0
317,25.0,right,4.4769,right,0.4227,STARA7,2021-07-25_09h57.15.537,7.0,1.0
318,25.0,left,5.2296,left,0.6494,SURPRISINGB8,2021-07-25_09h57.15.537,8.0,1.0
319,25.0,right,5.6208,right,1.0027,TENNISA9,2021-07-25_09h57.15.537,9.0,1.0
320,81.0,left,3.6719999999999997,left,0.3786,COAXINGB0,2021-07-25_14h50.01.061,0.0,1.0
321,81.0,right,3.8096,right,0.3838,BILLIARDA1,2021-07-25_14h50.01.061,1.0,1.0
322,81.0,right,4.1885,right,0.4567,DRIFTINGA2,2021-07-25_14h50.01.061,2.0,1.0
323,81.0,left,7.3819,left,0.3233,FISHING3,2021-07-25_14h50.01.061,3.0,1.0
324,81.0,right,3.9742,right,0.9834,RANDOMMECH4,2021-07-25_14h50.01.061,4.0,1.0
325,81.0,right,8.9847,left,0.3961,SCARING5,2021-07-25_14h50.01.061,5.0,-1.0
326,81.0,left,4.4952,left,0.3014,SEDUCINGB6,2021-07-25_14h50.01.061,6.0,1.0
327,81.0,right,1.5918,left,0.5502,STARA7,2021-07-25_14h50.01.061,7.0,-1.0
328,81.0,left,5.6217,left,0.3418,SURPRISINGB8,2021-07-25_14h50.01.061,8.0,1.0
329,81.0,right,1.8586,right,1.5744,TENNISA9,2021-07-25_14h50.01.061,9.0,1.0
330,88.0,left,3.609,left,1.484,COAXINGB0,2021-07-25_09h47.58.826,0.0,1.0
331,88.0,right,4.204,right,1.409,BILLIARDA1,2021-07-25_09h47.58.826,1.0,1.0
332,88.0,right,4.888999999999999,right,0.977,DRIFTINGA2,2021-07-25_09h47.58.826,2.0,1.0
333,88.0,left,5.327999999999999,left,1.209,FISHING3,2021-07-25_09h47.58.826,3.0,1.0
334,88.0,right,3.925,right,1.469,RANDOMMECH4,2021-07-25_09h47.58.826,4.0,1.0
335,88.0,left,9.611,left,1.06,SCARING5,2021-07-25_09h47.58.826,5.0,1.0
336,88.0,left,5.64,left,1.078,SEDUCINGB6,2021-07-25_09h47.58.826,6.0,1.0
337,88.0,right,7.33,right,0.853,STARA7,2021-07-25_09h47.58.826,7.0,1.0
338,88.0,left,6.959,left,1.46,SURPRISINGB8,2021-07-25_09h47.58.826,8.0,1.0
339,88.0,right,4.138999999999999,down,1.025,TENNISA9,2021-07-25_09h47.58.826,9.0,0.5
350,79.0,right,7.2693,,,COAXINGB0,2021-07-25_14h54.12.725,0.0,0.0
351,79.0,right,6.8511,right,0.5449,BILLIARDA1,2021-07-25_14h54.12.725,1.0,1.0
352,79.0,left,10.6218,right,2.6027,DRIFTINGA2,2021-07-25_14h54.12.725,2.0,-1.0
353,79.0,right,9.4018,left,0.4256,FISHING3,2021-07-25_14h54.12.725,3.0,-1.0
354,79.0,left,14.2898,left,0.968,RANDOMMECH4,2021-07-25_14h54.12.725,4.0,1.0
355,79.0,left,18.1534,left,1.5764,SCARING5,2021-07-25_14h54.12.725,5.0,1.0
356,79.0,left,10.2484,left,0.8752,SEDUCINGB6,2021-07-25_14h54.12.725,6.0,1.0
357,79.0,right,9.2989,right,0.9684,STARA7,2021-07-25_14h54.12.725,7.0,1.0
358,79.0,left,6.935,left,0.5177,SURPRISINGB8,2021-07-25_14h54.12.725,8.0,1.0
359,79.0,left,12.9696,left,0.5836,TENNISA9,2021-07-25_14h54.12.725,9.0,1.0
360,13.0,left,11.639000000000001,left,0.9775,COAXINGB0,2021-07-25_08h43.05.378,0.0,1.0
361,13.0,right,2.0654,right,1.928200001,BILLIARDA1,2021-07-25_08h43.05.378,1.0,1.0
362,13.0,right,7.898,right,1.3674,DRIFTINGA2,2021-07-25_08h43.05.378,2.0,1.0
363,13.0,left,6.3176,left,2.05,FISHING3,2021-07-25_08h43.05.378,3.0,1.0
364,13.0,right,6.019700001,right,1.1365,RANDOMMECH4,2021-07-25_08h43.05.378,4.0,1.0
365,13.0,left,16.417,left,1.5705,SCARING5,2021-07-25_08h43.05.378,5.0,1.0
366,13.0,left,3.2871,left,0.972599998,SEDUCINGB6,2021-07-25_08h43.05.378,6.0,1.0
367,13.0,right,3.1394,right,0.35070000100000004,STARA7,2021-07-25_08h43.05.378,7.0,1.0
368,13.0,left,2.443800001,left,1.2664,SURPRISINGB8,2021-07-25_08h43.05.378,8.0,1.0
369,13.0,right,3.2512000010000004,right,1.1256,TENNISA9,2021-07-25_08h43.05.378,9.0,1.0
370,8.0,left,3.0718,left,0.7574,COAXINGB0,2021-07-25_14h56.20.562,0.0,1.0
371,8.0,right,3.7935,right,0.8814,BILLIARDA1,2021-07-25_14h56.20.562,1.0,1.0
372,8.0,right,4.2517,right,0.6049,DRIFTINGA2,2021-07-25_14h56.20.562,2.0,1.0
373,8.0,right,9.3686,left,1.8913,FISHING3,2021-07-25_14h56.20.562,3.0,-1.0
374,8.0,right,13.4062,right,1.1798,RANDOMMECH4,2021-07-25_14h56.20.562,4.0,1.0
375,8.0,left,11.0404,left,1.1084,SCARING5,2021-07-25_14h56.20.562,5.0,1.0
376,8.0,left,4.5178,left,0.8226,SEDUCINGB6,2021-07-25_14h56.20.562,6.0,1.0
377,8.0,right,6.0681,right,0.647,STARA7,2021-07-25_14h56.20.562,7.0,1.0
378,8.0,right,6.5375,,,SURPRISINGB8,2021-07-25_14h56.20.562,8.0,0.0
379,8.0,right,8.4465,right,1.1263,TENNISA9,2021-07-25_14h56.20.562,9.0,1.0
380,33.0,left,3.48,left,1.1059999999999999,COAXINGB0,2021-07-25_14h56.50.559,0.0,1.0
381,33.0,right,2.8280000000000003,right,0.953,BILLIARDA1,2021-07-25_14h56.50.559,1.0,1.0
382,33.0,right,8.691,right,0.821,DRIFTINGA2,2021-07-25_14h56.50.559,2.0,1.0
383,33.0,left,6.296,left,0.77,FISHING3,2021-07-25_14h56.50.559,3.0,1.0
384,33.0,right,6.779,left,1.253,RANDOMMECH4,2021-07-25_14h56.50.559,4.0,-1.0
385,33.0,left,11.215,left,1.119,SCARING5,2021-07-25_14h56.50.559,5.0,1.0
386,33.0,left,8.59,left,1.489,SEDUCINGB6,2021-07-25_14h56.50.559,6.0,1.0
387,33.0,right,7.571000000000001,right,1.047,STARA7,2021-07-25_14h56.50.559,7.0,1.0
388,33.0,left,4.1739999999999995,,,SURPRISINGB8,2021-07-25_14h56.50.559,8.0,0.0
389,33.0,right,1.939,right,0.579,TENNISA9,2021-07-25_14h56.50.559,9.0,1.0
390,3.0,left,3.2710000000000004,left,0.73,COAXINGB0,2021-07-25_09h41.54.553,0.0,1.0
391,3.0,right,1.7790000000000001,right,0.469,BILLIARDA1,2021-07-25_09h41.54.553,1.0,1.0
392,3.0,right,2.553,right,0.40299999999999997,DRIFTINGA2,2021-07-25_09h41.54.553,2.0,1.0
393,3.0,left,4.72,left,0.653,FISHING3,2021-07-25_09h41.54.553,3.0,1.0
394,3.0,right,4.251,left,0.8240000000000001,RANDOMMECH4,2021-07-25_09h41.54.553,4.0,-1.0
395,3.0,left,16.505,left,0.6809999999999999,SCARING5,2021-07-25_09h41.54.553,5.0,1.0
396,3.0,left,4.072,left,0.318,SEDUCINGB6,2021-07-25_09h41.54.553,6.0,1.0
397,3.0,right,3.5189999999999997,right,0.514,STARA7,2021-07-25_09h41.54.553,7.0,1.0
398,3.0,left,5.346,left,0.6890000000000001,SURPRISINGB8,2021-07-25_09h41.54.553,8.0,1.0
399,3.0,right,3.199,right,0.74,TENNISA9,2021-07-25_09h41.54.553,9.0,1.0
400,35.0,left,5.797000000000001,left,0.622,COAXINGB0,2021-07-25_14h55.54.035,0.0,1.0
401,35.0,right,4.673,right,0.20199999999999999,BILLIARDA1,2021-07-25_14h55.54.035,1.0,1.0
402,35.0,left,9.385,right,0.069,DRIFTINGA2,2021-07-25_14h55.54.035,2.0,-1.0
403,35.0,left,14.845,left,0.773,FISHING3,2021-07-25_14h55.54.035,3.0,1.0
404,35.0,right,5.624,right,0.377,RANDOMMECH4,2021-07-25_14h55.54.035,4.0,1.0
405,35.0,right,9.952,left,0.8220000000000001,SCARING5,2021-07-25_14h55.54.035,5.0,-1.0
406,35.0,left,13.87,left,0.35600000000000004,SEDUCINGB6,2021-07-25_14h55.54.035,6.0,1.0
407,35.0,right,6.468,right,0.271,STARA7,2021-07-25_14h55.54.035,7.0,1.0
408,35.0,left,7.4479999999999995,left,0.51,SURPRISINGB8,2021-07-25_14h55.54.035,8.0,1.0
409,35.0,right,3.8810000000000002,down,0.527,TENNISA9,2021-07-25_14h55.54.035,9.0,0.5
410,66.0,left,12.4651,left,0.7525,COAXINGB0,2021-07-25_14h52.41.354,0.0,1.0
411,66.0,right,7.4134,right,2.0513,BILLIARDA1,2021-07-25_14h52.41.354,1.0,1.0
412,66.0,right,9.9627,right,1.5689,DRIFTINGA2,2021-07-25_14h52.41.354,2.0,1.0
413,66.0,left,13.2634,left,0.9,FISHING3,2021-07-25_14h52.41.354,3.0,1.0
414,66.0,right,3.68,right,0.8125,RANDOMMECH4,2021-07-25_14h52.41.354,4.0,1.0
415,66.0,right,13.7013,,,SCARING5,2021-07-25_14h52.41.354,5.0,0.0
416,66.0,left,4.835,left,1.0004,SEDUCINGB6,2021-07-25_14h52.41.354,6.0,1.0
417,66.0,right,2.314,right,0.6785,STARA7,2021-07-25_14h52.41.354,7.0,1.0
418,66.0,left,6.9304,left,1.0354,SURPRISINGB8,2021-07-25_14h52.41.354,8.0,1.0
419,66.0,right,6.6801,right,1.2655,TENNISA9,2021-07-25_14h52.41.354,9.0,1.0
420,58.0,left,2.2371,left,0.8186,COAXINGB0,2021-07-25_14h36.45.063,0.0,1.0
421,58.0,right,6.3955,right,1.1351,BILLIARDA1,2021-07-25_14h36.45.063,1.0,1.0
422,58.0,right,11.9814,right,0.6986,DRIFTINGA2,2021-07-25_14h36.45.063,2.0,1.0
423,58.0,left,6.3635,left,1.1925,FISHING3,2021-07-25_14h36.45.063,3.0,1.0
424,58.0,right,2.6887,right,2.8781,RANDOMMECH4,2021-07-25_14h36.45.063,4.0,1.0
425,58.0,left,7.5691,left,1.1178,SCARING5,2021-07-25_14h36.45.063,5.0,1.0
426,58.0,left,4.4343,left,0.3372,SEDUCINGB6,2021-07-25_14h36.45.063,6.0,1.0
427,58.0,right,5.6739,right,1.8699,STARA7,2021-07-25_14h36.45.063,7.0,1.0
428,58.0,left,6.0133,left,0.579,SURPRISINGB8,2021-07-25_14h36.45.063,8.0,1.0
429,58.0,right,8.7548,,,TENNISA9,2021-07-25_14h36.45.063,9.0,0.0
430,61.0,left,3.7053,left,1.6438,COAXINGB0,2021-07-25_14h50.40.962,0.0,1.0
431,61.0,right,5.0528,right,0.9325,BILLIARDA1,2021-07-25_14h50.40.962,1.0,1.0
432,61.0,right,6.5766,right,1.5486,DRIFTINGA2,2021-07-25_14h50.40.962,2.0,1.0
433,61.0,left,13.302999999999999,left,1.6354,FISHING3,2021-07-25_14h50.40.962,3.0,1.0
434,61.0,right,10.7335,down,2.1325,RANDOMMECH4,2021-07-25_14h50.40.962,4.0,0.5
435,61.0,left,17.1551,left,0.8446,SCARING5,2021-07-25_14h50.40.962,5.0,1.0
436,61.0,left,5.1231,left,0.9902,SEDUCINGB6,2021-07-25_14h50.40.962,6.0,1.0
437,61.0,right,5.6875,right,0.6225,STARA7,2021-07-25_14h50.40.962,7.0,1.0
438,61.0,left,7.0736,left,1.4767,SURPRISINGB8,2021-07-25_14h50.40.962,8.0,1.0
439,61.0,right,10.166,right,1.0432,TENNISA9,2021-07-25_14h50.40.962,9.0,1.0
440,57.0,left,3.2139,left,0.9344,COAXINGB0,2021-07-25_14h41.20.437,0.0,1.0
441,57.0,right,4.2411,,,BILLIARDA1,2021-07-25_14h41.20.437,1.0,0.0
442,57.0,right,15.0107,down,0.5926,DRIFTINGA2,2021-07-25_14h41.20.437,2.0,0.5
443,57.0,right,9.2406,left,0.7086,FISHING3,2021-07-25_14h41.20.437,3.0,-1.0
444,57.0,right,6.2765,left,0.3913,RANDOMMECH4,2021-07-25_14h41.20.437,4.0,-1.0
445,57.0,left,7.9821,left,0.5802,SCARING5,2021-07-25_14h41.20.437,5.0,1.0
446,57.0,left,3.6002,left,0.3292,SEDUCINGB6,2021-07-25_14h41.20.437,6.0,1.0
447,57.0,right,5.5741,down,0.4039,STARA7,2021-07-25_14h41.20.437,7.0,0.5
448,57.0,left,2.2728,left,0.9185,SURPRISINGB8,2021-07-25_14h41.20.437,8.0,1.0
449,57.0,right,7.5584,down,0.5133,TENNISA9,2021-07-25_14h41.20.437,9.0,0.5
450,48.0,left,2.8591,left,2.2471,COAXINGB0,2021-07-25_14h50.00.848,0.0,1.0
451,48.0,right,6.821000000000001,right,1.2745,BILLIARDA1,2021-07-25_14h50.00.848,1.0,1.0
452,48.0,right,12.8036,right,1.1898,DRIFTINGA2,2021-07-25_14h50.00.848,2.0,1.0
453,48.0,left,13.4073,left,1.0887,FISHING3,2021-07-25_14h50.00.848,3.0,1.0
454,48.0,right,15.8621,right,0.9284,RANDOMMECH4,2021-07-25_14h50.00.848,4.0,1.0
456,48.0,left,4.9136,left,0.8546,SEDUCINGB6,2021-07-25_14h50.00.848,6.0,1.0
457,48.0,left,14.4929,left,0.6559999999999999,STARA7,2021-07-25_14h50.00.848,7.0,1.0
458,48.0,left,15.7775,left,0.1245,SURPRISINGB8,2021-07-25_14h50.00.848,8.0,1.0
459,48.0,left,11.7696,,,TENNISA9,2021-07-25_14h50.00.848,9.0,0.0
460,76.0,left,7.6245,left,1.1193,COAXINGB0,2021-07-25_09h54.25.759,0.0,1.0
461,76.0,right,9.2404,right,1.2582,BILLIARDA1,2021-07-25_09h54.25.759,1.0,1.0
462,76.0,right,10.478,right,1.577,DRIFTINGA2,2021-07-25_09h54.25.759,2.0,1.0
463,76.0,left,7.9358,left,0.7391,FISHING3,2021-07-25_09h54.25.759,3.0,1.0
464,76.0,right,7.9181,right,0.812,RANDOMMECH4,2021-07-25_09h54.25.759,4.0,1.0
465,76.0,left,9.764,left,0.6276,SCARING5,2021-07-25_09h54.25.759,5.0,1.0
466,76.0,left,15.1359,left,0.9666,SEDUCINGB6,2021-07-25_09h54.25.759,6.0,1.0
467,76.0,right,5.0718,right,0.7083,STARA7,2021-07-25_09h54.25.759,7.0,1.0
468,76.0,left,6.4013,left,0.7358,SURPRISINGB8,2021-07-25_09h54.25.759,8.0,1.0
469,76.0,left,12.9335,left,1.8563,TENNISA9,2021-07-25_09h54.25.759,9.0,1.0
470,80.0,left,5.0793,left,2.0729,COAXINGB0,2021-07-25_09h54.37.632,0.0,1.0
471,80.0,right,11.2933,right,1.8479,BILLIARDA1,2021-07-25_09h54.37.632,1.0,1.0
472,80.0,right,15.7374,right,1.547,DRIFTINGA2,2021-07-25_09h54.37.632,2.0,1.0
473,80.0,left,19.8026,,,FISHING3,2021-07-25_09h54.37.632,3.0,0.0
475,80.0,left,5.0026,left,1.4234,SCARING5,2021-07-25_09h54.37.632,5.0,1.0
476,80.0,left,9.2693,left,1.17,SEDUCINGB6,2021-07-25_09h54.37.632,6.0,1.0
477,80.0,right,2.8518,right,1.4225,STARA7,2021-07-25_09h54.37.632,7.0,1.0
478,80.0,left,7.4943,left,1.4569999999999999,SURPRISINGB8,2021-07-25_09h54.37.632,8.0,1.0
479,80.0,right,3.6206,right,1.7555,TENNISA9,2021-07-25_09h54.37.632,9.0,1.0
480,17.0,left,2.8179,left,1.6083,COAXINGB0,2021-07-25_14h53.05.974,0.0,1.0
481,17.0,right,6.5974,right,1.5737,BILLIARDA1,2021-07-25_14h53.05.974,1.0,1.0
482,17.0,right,7.1848,right,2.0023,DRIFTINGA2,2021-07-25_14h53.05.974,2.0,1.0
483,17.0,left,8.2737,left,1.9367,FISHING3,2021-07-25_14h53.05.974,3.0,1.0
484,17.0,right,8.2114,right,1.1602,RANDOMMECH4,2021-07-25_14h53.05.974,4.0,1.0
485,17.0,left,14.1757,left,2.0679,SCARING5,2021-07-25_14h53.05.974,5.0,1.0
486,17.0,left,8.1685,left,1.2881,SEDUCINGB6,2021-07-25_14h53.05.974,6.0,1.0
487,17.0,right,7.6703,right,1.2851,STARA7,2021-07-25_14h53.05.974,7.0,1.0
488,17.0,left,7.2889,left,1.1235,SURPRISINGB8,2021-07-25_14h53.05.974,8.0,1.0
489,17.0,right,8.5845,right,1.2209,TENNISA9,2021-07-25_14h53.05.974,9.0,1.0
490,38.0,left,8.5285,left,0.6852,COAXINGB0,2021-07-25_14h52.28.330,0.0,1.0
491,38.0,right,5.2279,right,0.5684,BILLIARDA1,2021-07-25_14h52.28.330,1.0,1.0
492,38.0,right,3.7418,right,0.5517,DRIFTINGA2,2021-07-25_14h52.28.330,2.0,1.0
493,38.0,left,3.444,left,0.9525,FISHING3,2021-07-25_14h52.28.330,3.0,1.0
494,38.0,right,4.3384,left,0.8021,RANDOMMECH4,2021-07-25_14h52.28.330,4.0,-1.0
495,38.0,right,10.9222,left,0.6019,SCARING5,2021-07-25_14h52.28.330,5.0,-1.0
496,38.0,left,7.1007,left,0.5329,SEDUCINGB6,2021-07-25_14h52.28.330,6.0,1.0
497,38.0,left,15.2978,,,STARA7,2021-07-25_14h52.28.330,7.0,0.0
498,38.0,left,8.2506,left,0.5684,SURPRISINGB8,2021-07-25_14h52.28.330,8.0,1.0
499,38.0,right,4.81,right,0.8632,TENNISA9,2021-07-25_14h52.28.330,9.0,1.0
500,60.0,left,4.3385,left,1.3736,COAXINGB0,2021-07-25_14h49.42.531,0.0,1.0
501,60.0,right,6.6915,right,1.0563,BILLIARDA1,2021-07-25_14h49.42.531,1.0,1.0
502,60.0,right,12.0032,right,1.2796,DRIFTINGA2,2021-07-25_14h49.42.531,2.0,1.0
503,60.0,left,8.328,left,1.7471,FISHING3,2021-07-25_14h49.42.531,3.0,1.0
504,60.0,right,17.7065,right,0.7202,RANDOMMECH4,2021-07-25_14h49.42.531,4.0,1.0
505,60.0,left,9.913,left,0.6844,SCARING5,2021-07-25_14h49.42.531,5.0,1.0
506,60.0,left,6.4356,left,1.2690000000000001,SEDUCINGB6,2021-07-25_14h49.42.531,6.0,1.0
507,60.0,right,10.8494,right,1.1574,STARA7,2021-07-25_14h49.42.531,7.0,1.0
508,60.0,left,10.4594,left,0.4508,SURPRISINGB8,2021-07-25_14h49.42.531,8.0,1.0
509,60.0,right,7.4862,right,0.684,TENNISA9,2021-07-25_14h49.42.531,9.0,1.0
510,44.0,left,2.795,left,0.535,COAXINGB0,2021-07-25_14h51.30.758,0.0,1.0
511,44.0,right,5.397,right,1.063,BILLIARDA1,2021-07-25_14h51.30.758,1.0,1.0
512,44.0,right,10.895999999999999,right,2.7889999999999997,DRIFTINGA2,2021-07-25_14h51.30.758,2.0,1.0
513,44.0,left,4.727,left,1.254,FISHING3,2021-07-25_14h51.30.758,3.0,1.0
514,44.0,right,14.739,right,1.148,RANDOMMECH4,2021-07-25_14h51.30.758,4.0,1.0
515,44.0,left,7.523,left,0.953,SCARING5,2021-07-25_14h51.30.758,5.0,1.0
516,44.0,left,6.143,left,0.42,SEDUCINGB6,2021-07-25_14h51.30.758,6.0,1.0
517,44.0,right,6.558,right,1.052,STARA7,2021-07-25_14h51.30.758,7.0,1.0
518,44.0,left,5.3629999999999995,left,0.524,SURPRISINGB8,2021-07-25_14h51.30.758,8.0,1.0
519,44.0,right,5.372999999999999,right,1.72,TENNISA9,2021-07-25_14h51.30.758,9.0,1.0
520,6.0,left,3.3003,left,1.3625,COAXINGB0,2021-07-25_14h50.16.144,0.0,1.0
521,6.0,right,7.7199,right,0.9364,BILLIARDA1,2021-07-25_14h50.16.144,1.0,1.0
522,6.0,right,5.9305,right,0.4235,DRIFTINGA2,2021-07-25_14h50.16.144,2.0,1.0
523,6.0,right,8.9813,left,1.0505,FISHING3,2021-07-25_14h50.16.144,3.0,-1.0
524,6.0,right,19.2662,right,1.4671,RANDOMMECH4,2021-07-25_14h50.16.144,4.0,1.0
525,6.0,left,13.6007,left,0.8858,SCARING5,2021-07-25_14h50.16.144,5.0,1.0
526,6.0,left,5.8295,left,0.7545,SEDUCINGB6,2021-07-25_14h50.16.144,6.0,1.0
527,6.0,right,7.0042,right,0.8189,STARA7,2021-07-25_14h50.16.144,7.0,1.0
528,6.0,left,9.5514,left,1.0561,SURPRISINGB8,2021-07-25_14h50.16.144,8.0,1.0
529,6.0,right,8.2015,right,0.7569,TENNISA9,2021-07-25_14h50.16.144,9.0,1.0
530,24.0,left,2.784,left,0.3995,COAXINGB0,2021-07-25_06h44.18.886,0.0,1.0
531,24.0,right,7.087000000000001,right,0.5867,BILLIARDA1,2021-07-25_06h44.18.886,1.0,1.0
532,24.0,right,9.3964,right,0.2366,DRIFTINGA2,2021-07-25_06h44.18.886,2.0,1.0
533,24.0,left,10.251,left,0.3212,FISHING3,2021-07-25_06h44.18.886,3.0,1.0
534,24.0,right,7.0994,right,0.3528,RANDOMMECH4,2021-07-25_06h44.18.886,4.0,1.0
535,24.0,left,7.1657,left,0.6019,SCARING5,2021-07-25_06h44.18.886,5.0,1.0
536,24.0,left,3.5379,left,0.2011,SEDUCINGB6,2021-07-25_06h44.18.886,6.0,1.0
537,24.0,right,3.2181,right,0.3203,STARA7,2021-07-25_06h44.18.886,7.0,1.0
538,24.0,left,4.8349,left,0.3961,SURPRISINGB8,2021-07-25_06h44.18.886,8.0,1.0
539,24.0,right,3.5145,right,0.6696,TENNISA9,2021-07-25_06h44.18.886,9.0,1.0
540,16.0,left,5.6848,left,1.4394,COAXINGB0,2021-07-25_09h49.04.379,0.0,1.0
541,16.0,right,3.968,right,1.3508,BILLIARDA1,2021-07-25_09h49.04.379,1.0,1.0
542,16.0,right,3.8859,right,1.0524,DRIFTINGA2,2021-07-25_09h49.04.379,2.0,1.0
543,16.0,left,6.7185,left,1.5362,FISHING3,2021-07-25_09h49.04.379,3.0,1.0
544,16.0,right,3.4368,right,0.8511,RANDOMMECH4,2021-07-25_09h49.04.379,4.0,1.0
545,16.0,left,8.3848,left,0.8687,SCARING5,2021-07-25_09h49.04.379,5.0,1.0
546,16.0,left,3.4049,left,1.6047,SEDUCINGB6,2021-07-25_09h49.04.379,6.0,1.0
547,16.0,right,2.7194,right,1.1188,STARA7,2021-07-25_09h49.04.379,7.0,1.0
548,16.0,left,2.7699,left,1.4338,SURPRISINGB8,2021-07-25_09h49.04.379,8.0,1.0
549,16.0,right,3.1848,right,1.2497,TENNISA9,2021-07-25_09h49.04.379,9.0,1.0
550,63.0,left,2.5862,left,0.6893,COAXINGB0,2021-07-25_14h57.57.970,0.0,1.0
551,63.0,right,1.9125,right,0.4427,BILLIARDA1,2021-07-25_14h57.57.970,1.0,1.0
552,63.0,right,3.3952,right,0.4405,DRIFTINGA2,2021-07-25_14h57.57.970,2.0,1.0
553,63.0,left,4.663,left,0.8214,FISHING3,2021-07-25_14h57.57.970,3.0,1.0
